Date,Daily average,7-day average
22 May 2022,12.297,11.621
23 May 2022,14.301,11.655
24 May 2022,12.142,11.438
25 May 2022,10.367,11.796
26 May 2022,10.812,11.617
27 May 2022,12.470,12.172
28 May 2022,16.263,12.665
29 May 2022,16.150,13.215
30 May 2022,16.868,13.582
31 May 2022,13.227,13.737
01 Jun 2022,15.142,14.419
02 Jun 2022,16.429,15.221
03 Jun 2022,12.369,15.207
04 Jun 2022,11.290,14.496
05 Jun 2022,16.082,14.487
06 Jun 2022,14.655,14.171
07 Jun 2022,16.306,14.610
08 Jun 2022,14.403,14.505
09 Jun 2022,8.054,13.308
10 Jun 2022,2.649,11.920
11 Jun 2022,9.483,11.662
12 Jun 2022,13.686,11.319
13 Jun 2022,14.838,11.346
14 Jun 2022,19.507,11.803
15 Jun 2022,18.611,12.404
16 Jun 2022,19.391,14.024
17 Jun 2022,15.602,15.874
18 Jun 2022,18.374,17.144
19 Jun 2022,16.753,17.582
20 Jun 2022,15.960,17.743
21 Jun 2022,23.313,18.286
22 Jun 2022,19.096,18.356
23 Jun 2022,22.784,18.840
24 Jun 2022,24.777,20.151
25 Jun 2022,12.081,19.252
26 Jun 2022,16.300,19.187
27 Jun 2022,18.982,19.619
28 Jun 2022,15.277,18.471
29 Jun 2022,20.856,18.722
30 Jun 2022,25.450,19.103
01 Jul 2022,25.002,19.135
02 Jul 2022,17.505,19.910
03 Jul 2022,16.433,19.929
04 Jul 2022,13.403,19.132
05 Jul 2022,28.868,21.074
06 Jul 2022,22.218,21.268
07 Jul 2022,21.912,20.763
08 Jul 2022,23.168,20.501
09 Jul 2022,16.345,20.335
10 Jul 2022,20.216,20.876
11 Jul 2022,31.478,23.458
12 Jul 2022,35.354,24.384
13 Jul 2022,23.139,24.516
14 Jul 2022,20.707,24.344
15 Jul 2022,17.239,23.497
16 Jul 2022,14.114,23.178
17 Jul 2022,12.758,22.113
18 Jul 2022,28.332,21.663
19 Jul 2022,41.559,22.550
20 Jul 2022,18.928,21.948
21 Jul 2022,19.589,21.788
22 Jul 2022,26.126,23.058
23 Jul 2022,25.440,24.676
24 Jul 2022,24.961,26.419
25 Jul 2022,22.612,25.602
26 Jul 2022,23.596,23.036
27 Jul 2022,21.157,23.354
28 Jul 2022,25.774,24.238
29 Jul 2022,33.444,25.283
30 Jul 2022,26.845,25.484
31 Jul 2022,24.143,25.367
01 Aug 2022,25.130,25.727
02 Aug 2022,21.010,25.358
03 Aug 2022,32.445,26.970
04 Aug 2022,28.250,27.324
05 Aug 2022,21.296,25.588
06 Aug 2022,20.996,24.753
07 Aug 2022,18.006,23.876
08 Aug 2022,25.500,23.929
09 Aug 2022,26.620,24.730
10 Aug 2022,31.833,24.643
11 Aug 2022,41.566,26.545
12 Aug 2022,34.414,28.419
13 Aug 2022,33.493,30.205
14 Aug 2022,36.391,32.831
15 Aug 2022,38.087,34.629
16 Aug 2022,40.991,36.682
17 Aug 2022,39.048,37.713
18 Aug 2022,35.200,36.803
19 Aug 2022,33.154,36.623
20 Aug 2022,26.402,35.610
21 Aug 2022,38.231,35.873
22 Aug 2022,33.114,35.163
23 Aug 2022,52.365,36.788
24 Aug 2022,50.736,38.457
25 Aug 2022,49.222,40.461
26 Aug 2022,56.378,43.778
27 Aug 2022,44.713,46.394
28 Aug 2022,35.499,46.004
29 Aug 2022,39.714,46.947
30 Aug 2022,30.668,43.847
31 Aug 2022,25.149,40.192
01 Sep 2022,36.641,38.395
02 Sep 2022,36.448,35.547
03 Sep 2022,25.856,32.854
04 Sep 2022,27.700,31.739
05 Sep 2022,28.305,30.110
06 Sep 2022,22.632,28.962
07 Sep 2022,19.331,28.130
08 Sep 2022,26.067,26.620
09 Sep 2022,24.096,24.855
10 Sep 2022,30.751,25.555
11 Sep 2022,25.538,25.246
12 Sep 2022,32.126,25.792
13 Sep 2022,25.218,26.161
14 Sep 2022,36.167,28.566
15 Sep 2022,27.416,28.759
16 Sep 2022,21.265,28.354
17 Sep 2022,14.410,26.020
18 Sep 2022,12.600,24.172
19 Sep 2022,22.837,22.845
20 Sep 2022,20.969,22.238
21 Sep 2022,24.436,20.562
22 Sep 2022,34.280,21.542
23 Sep 2022,30.737,22.896
24 Sep 2022,18.079,23.420
25 Sep 2022,17.867,24.172
26 Sep 2022,15.090,23.065
27 Sep 2022,25.333,23.689
28 Sep 2022,29.536,24.417
29 Sep 2022,23.213,22.836
30 Sep 2022,21.768,21.555
01 Oct 2022,12.867,20.811
02 Oct 2022,11.581,19.913
03 Oct 2022,24.592,21.270
04 Oct 2022,16.670,20.032
05 Oct 2022,15.344,18.005
06 Oct 2022,12.397,16.460
07 Oct 2022,18.415,15.981
08 Oct 2022,13.774,16.110
09 Oct 2022,13.579,16.396
10 Oct 2022,12.851,14.719
11 Oct 2022,19.460,15.117
12 Oct 2022,19.468,15.706
13 Oct 2022,16.274,16.260
14 Oct 2022,17.092,16.071
15 Oct 2022,11.473,15.742
16 Oct 2022,13.319,15.705
17 Oct 2022,7.112,14.885
18 Oct 2022,6.261,13.000
19 Oct 2022,3.896,10.775
20 Oct 2022,14.046,10.457
21 Oct 2022,16.547,10.379
22 Oct 2022,6.265,9.635
23 Oct 2022,9.190,9.045
24 Oct 2022,4.572,8.682
25 Oct 2022,7.106,8.803
26 Oct 2022,4.278,8.858
27 Oct 2022,8.993,8.136
28 Oct 2022,8.393,6.971
29 Oct 2022,9.552,7.441
30 Oct 2022,9.840,7.533
31 Oct 2022,10.363,8.361
01 Nov 2022,8.148,8.510
02 Nov 2022,6.387,8.811
03 Nov 2022,11.675,9.194
04 Nov 2022,10.782,9.535
05 Nov 2022,12.412,9.944
06 Nov 2022,15.163,10.704
07 Nov 2022,8.499,10.438
08 Nov 2022,9.611,10.647
09 Nov 2022,6.129,10.610
10 Nov 2022,5.809,9.772
11 Nov 2022,6.661,9.183
12 Nov 2022,14.995,9.552
13 Nov 2022,15.400,9.586
14 Nov 2022,11.362,9.995
15 Nov 2022,12.242,10.371
16 Nov 2022,14.878,11.621
17 Nov 2022,9.891,12.204
18 Nov 2022,11.559,12.904
19 Nov 2022,7.364,11.814
20 Nov 2022,11.269,11.224
21 Nov 2022,15.696,11.843
22 Nov 2022,12.936,11.942
23 Nov 2022,14.208,11.846
24 Nov 2022,17.303,12.905
25 Nov 2022,13.539,13.188
26 Nov 2022,12.532,13.926
27 Nov 2022,17.147,14.766
28 Nov 2022,19.770,15.348
29 Nov 2022,34.247,18.392
30 Nov 2022,31.744,20.897
01 Dec 2022,37.780,23.823
02 Dec 2022,29.403,26.089
03 Dec 2022,25.603,27.956
04 Dec 2022,29.559,29.729
05 Dec 2022,28.490,30.975
06 Dec 2022,35.711,31.184
07 Dec 2022,31.666,31.173
08 Dec 2022,34.736,30.738
09 Dec 2022,38.140,31.986
10 Dec 2022,39.548,33.979
11 Dec 2022,41.267,35.651
12 Dec 2022,51.235,38.900
13 Dec 2022,49.342,40.848
14 Dec 2022,39.841,42.016
15 Dec 2022,45.362,43.534
16 Dec 2022,35.012,43.087
17 Dec 2022,28.524,41.512
18 Dec 2022,27.871,39.598
19 Dec 2022,19.829,35.112
20 Dec 2022,15.255,30.242
21 Dec 2022,19.879,27.390
22 Dec 2022,19.793,23.738
23 Dec 2022,16.648,21.114
24 Dec 2022,10.712,18.570
25 Dec 2022,10.766,16.126
26 Dec 2022,4.986,14.006
27 Dec 2022,9.919,13.243
28 Dec 2022,7.102,11.418
29 Dec 2022,12.433,10.367
30 Dec 2022,3.601,8.503
31 Dec 2022,14.748,9.079
01 Jan 2023,12.897,9.384
02 Jan 2023,9.377,10.011
03 Jan 2023,16.351,10.930
04 Jan 2023,4.809,10.602
05 Jan 2023,11.922,10.529
06 Jan 2023,10.243,11.478
07 Jan 2023,8.725,10.618
08 Jan 2023,11.390,10.402
09 Jan 2023,15.189,11.233
10 Jan 2023,14.176,10.922
11 Jan 2023,11.294,11.848
12 Jan 2023,11.161,11.740
13 Jan 2023,15.206,12.449
14 Jan 2023,11.130,12.792
15 Jan 2023,13.154,13.044
16 Jan 2023,12.433,12.651
17 Jan 2023,15.741,12.874
18 Jan 2023,16.880,13.672
19 Jan 2023,17.170,14.531
20 Jan 2023,15.607,14.588
21 Jan 2023,15.645,15.233
22 Jan 2023,13.612,15.298
23 Jan 2023,14.513,15.595
24 Jan 2023,14.288,15.388
25 Jan 2023,17.876,15.530
26 Jan 2023,16.623,15.452
27 Jan 2023,15.702,15.466
28 Jan 2023,15.092,15.387
29 Jan 2023,8.879,14.710
30 Jan 2023,14.767,14.747
31 Jan 2023,15.069,14.858
01 Feb 2023,13.819,14.279
02 Feb 2023,13.724,13.865
03 Feb 2023,14.220,13.653
04 Feb 2023,12.023,13.214
05 Feb 2023,12.762,13.769
06 Feb 2023,16.747,14.052
07 Feb 2023,16.616,14.273
08 Feb 2023,14.892,14.426
09 Feb 2023,14.581,14.549
10 Feb 2023,13.781,14.486
11 Feb 2023,16.418,15.114
12 Feb 2023,15.200,15.462
13 Feb 2023,14.694,15.169
14 Feb 2023,18.143,15.387
15 Feb 2023,14.324,15.306
16 Feb 2023,11.155,14.816
17 Feb 2023,10.072,14.287
18 Feb 2023,10.868,13.494
19 Feb 2023,10.321,12.797
20 Feb 2023,9.830,12.102
21 Feb 2023,14.545,11.588
22 Feb 2023,13.286,11.440
23 Feb 2023,12.790,11.673
24 Feb 2023,12.885,12.075
25 Feb 2023,13.767,12.489
26 Feb 2023,11.828,12.704
27 Feb 2023,15.580,13.526
28 Feb 2023,12.629,13.252
01 Mar 2023,12.185,13.095
02 Mar 2023,13.104,13.140
03 Mar 2023,17.452,13.792
04 Mar 2023,16.007,14.112
05 Mar 2023,14.946,14.558
06 Mar 2023,14.150,14.353
07 Mar 2023,23.818,15.952
08 Mar 2023,15.485,16.423
09 Mar 2023,15.777,16.805
10 Mar 2023,13.687,16.267
11 Mar 2023,13.007,15.839
12 Mar 2023,11.391,15.331
13 Mar 2023,10.414,14.797
14 Mar 2023,17.933,13.956
15 Mar 2023,13.362,13.653
16 Mar 2023,12.201,13.142
17 Mar 2023,14.325,13.233
18 Mar 2023,10.515,12.877
19 Mar 2023,11.814,12.938
20 Mar 2023,16.330,13.783
21 Mar 2023,9.804,12.622
22 Mar 2023,8.717,11.958
23 Mar 2023,8.843,11.478
24 Mar 2023,2.043,9.724
25 Mar 2023,6.520,9.153
26 Mar 2023,13.236,9.356
27 Mar 2023,9.054,8.317
28 Mar 2023,13.094,8.787
29 Mar 2023,12.518,9.330
30 Mar 2023,10.929,9.628
31 Mar 2023,11.181,10.933
01 Apr 2023,11.371,11.626
02 Apr 2023,13.997,11.735
03 Apr 2023,10.700,11.970
04 Apr 2023,10.089,11.541
05 Apr 2023,10.117,11.198
06 Apr 2023,9.231,10.955
07 Apr 2023,8.677,10.597
08 Apr 2023,11.058,10.553
09 Apr 2023,6.081,9.422
10 Apr 2023,-0.934,7.760
11 Apr 2023,7.632,7.409
12 Apr 2023,10.314,7.437
13 Apr 2023,10.190,7.574
14 Apr 2023,10.113,7.779
15 Apr 2023,9.790,7.598
16 Apr 2023,11.475,8.369
17 Apr 2023,14.234,10.535
18 Apr 2023,10.584,10.957
19 Apr 2023,8.974,10.766
20 Apr 2023,9.970,10.734
21 Apr 2023,10.767,10.828
22 Apr 2023,9.531,10.791
23 Apr 2023,10.861,10.703
24 Apr 2023,9.440,10.018
25 Apr 2023,8.663,9.744
26 Apr 2023,8.894,9.732
27 Apr 2023,10.064,9.746
28 Apr 2023,12.574,10.004
29 Apr 2023,10.192,10.098
30 Apr 2023,9.129,9.851
01 May 2023,9.058,9.796
02 May 2023,9.642,9.936
03 May 2023,7.526,9.741
04 May 2023,6.325,9.207
05 May 2023,8.928,8.686
06 May 2023,9.456,8.581
07 May 2023,7.793,8.390
08 May 2023,9.712,8.483
09 May 2023,9.090,8.404
10 May 2023,8.374,8.525
11 May 2023,9.377,8.961
12 May 2023,8.697,8.928
13 May 2023,10.768,9.116
14 May 2023,9.118,9.305
15 May 2023,7.937,9.052
16 May 2023,6.488,8.680
17 May 2023,6.505,8.413
18 May 2023,6.796,8.044
19 May 2023,8.470,8.012
20 May 2023,5.492,7.258
21 May 2023,7.369,7.008
22 May 2023,8.001,7.017
23 May 2023,6.501,7.019
24 May 2023,5.673,6.900
25 May 2023,7.214,6.960
26 May 2023,6.080,6.619
27 May 2023,3.871,6.387
28 May 2023,3.669,5.858
29 May 2023,2.650,5.094
30 May 2023,8.714,5.410
31 May 2023,7.497,5.671
01 Jun 2023,7.185,5.667
02 Jun 2023,5.132,5.531
03 Jun 2023,6.655,5.929
04 Jun 2023,7.462,6.471
05 Jun 2023,7.822,7.210
06 Jun 2023,10.362,7.445
07 Jun 2023,6.705,7.332
08 Jun 2023,6.674,7.259
09 Jun 2023,8.135,7.688
10 Jun 2023,9.269,8.061
11 Jun 2023,13.156,8.875
12 Jun 2023,13.620,9.703
13 Jun 2023,9.451,9.573
14 Jun 2023,9.776,10.012
15 Jun 2023,10.700,10.587
16 Jun 2023,9.525,10.785
17 Jun 2023,9.435,10.809
18 Jun 2023,9.530,10.291
19 Jun 2023,8.448,9.552
20 Jun 2023,10.153,9.652
21 Jun 2023,9.325,9.588
22 Jun 2023,9.893,9.473
23 Jun 2023,9.099,9.412
24 Jun 2023,10.313,9.537
25 Jun 2023,10.655,9.698
26 Jun 2023,8.448,9.698
27 Jun 2023,8.475,9.458
28 Jun 2023,10.961,9.692
29 Jun 2023,8.359,9.473
30 Jun 2023,6.816,9.147
01 Jul 2023,0.088,7.686
02 Jul 2023,-0.490,6.094
03 Jul 2023,2.351,5.223
04 Jul 2023,8.690,5.254
05 Jul 2023,7.061,4.696
06 Jul 2023,8.822,4.763
07 Jul 2023,5.687,4.601
08 Jul 2023,9.969,6.013
09 Jul 2023,9.917,7.500
10 Jul 2023,9.051,8.457
11 Jul 2023,8.931,8.491
12 Jul 2023,8.979,8.765
13 Jul 2023,6.306,8.406
14 Jul 2023,7.398,8.650
15 Jul 2023,3.749,7.762
16 Jul 2023,2.604,6.717
17 Jul 2023,4.606,6.082
18 Jul 2023,8.399,6.006
19 Jul 2023,8.822,5.983
20 Jul 2023,9.335,6.416
21 Jul 2023,7.971,6.498
22 Jul 2023,7.207,6.992
23 Jul 2023,1.554,6.842
24 Jul 2023,10.980,7.753
25 Jul 2023,8.518,7.770
26 Jul 2023,8.568,7.733
27 Jul 2023,8.744,7.649
28 Jul 2023,8.201,7.682
29 Jul 2023,6.138,7.529
30 Jul 2023,5.459,8.087
31 Jul 2023,6.773,7.486
01 Aug 2023,6.610,7.213
02 Aug 2023,6.814,6.963
03 Aug 2023,9.400,7.056
04 Aug 2023,7.926,7.017
05 Aug 2023,6.306,7.041
06 Aug 2023,7.773,7.372
07 Aug 2023,6.029,7.265
08 Aug 2023,6.379,7.232
09 Aug 2023,7.481,7.328
10 Aug 2023,9.636,7.361
11 Aug 2023,6.546,7.164
12 Aug 2023,7.303,7.307
13 Aug 2023,7.615,7.284
14 Aug 2023,9.442,7.772
15 Aug 2023,9.457,8.211
16 Aug 2023,7.967,8.281
17 Aug 2023,6.976,7.901
18 Aug 2023,6.258,7.860
19 Aug 2023,4.155,7.410
20 Aug 2023,8.281,7.505
21 Aug 2023,9.899,7.570
22 Aug 2023,9.160,7.528
23 Aug 2023,9.516,7.749
24 Aug 2023,9.648,8.131
25 Aug 2023,8.297,8.422
26 Aug 2023,6.989,8.827
27 Aug 2023,6.972,8.640
28 Aug 2023,9.842,8.632
29 Aug 2023,8.461,8.532
30 Aug 2023,8.210,8.346
31 Aug 2023,8.015,8.112
01 Sep 2023,10.151,8.377
02 Sep 2023,8.240,8.556
03 Sep 2023,6.650,8.510
04 Sep 2023,8.058,8.255
05 Sep 2023,8.458,8.255
06 Sep 2023,8.556,8.304
07 Sep 2023,8.683,8.399
08 Sep 2023,10.593,8.463
09 Sep 2023,10.105,8.729
10 Sep 2023,9.423,9.125
11 Sep 2023,9.045,9.266
12 Sep 2023,8.920,9.332
13 Sep 2023,7.784,9.222
14 Sep 2023,8.179,9.150
15 Sep 2023,9.600,9.008
16 Sep 2023,8.517,8.781
17 Sep 2023,9.426,8.782
18 Sep 2023,6.997,8.489
19 Sep 2023,5.345,7.978
20 Sep 2023,7.111,7.882
21 Sep 2023,6.137,7.590
22 Sep 2023,7.886,7.346
23 Sep 2023,7.754,7.237
24 Sep 2023,0.210,5.920
25 Sep 2023,2.572,5.288
26 Sep 2023,9.219,5.841
27 Sep 2023,9.548,6.189
28 Sep 2023,10.318,6.787
29 Sep 2023,7.767,6.770
30 Sep 2023,10.345,7.140
01 Oct 2023,8.158,8.275
02 Oct 2023,8.014,9.053
03 Oct 2023,3.563,8.245
04 Oct 2023,6.813,7.854
05 Oct 2023,4.985,7.092
06 Oct 2023,1.896,6.253
07 Oct 2023,5.669,5.585
08 Oct 2023,7.711,5.522
09 Oct 2023,8.964,5.657
10 Oct 2023,10.077,6.588
11 Oct 2023,8.788,6.870
12 Oct 2023,11.425,7.790
13 Oct 2023,8.525,8.737
14 Oct 2023,3.210,8.386
15 Oct 2023,7.204,8.313
16 Oct 2023,11.820,8.721
17 Oct 2023,8.586,8.508
18 Oct 2023,10.870,8.806
19 Oct 2023,9.506,8.532
20 Oct 2023,9.997,8.742
21 Oct 2023,11.591,9.939
22 Oct 2023,14.251,10.946
23 Oct 2023,13.596,11.200
24 Oct 2023,13.766,11.940
25 Oct 2023,12.289,12.142
26 Oct 2023,10.863,12.336
27 Oct 2023,11.836,12.599
28 Oct 2023,12.463,12.723
29 Oct 2023,8.779,11.942
30 Oct 2023,9.916,11.416
31 Oct 2023,9.840,10.855
01 Nov 2023,7.630,10.190
02 Nov 2023,7.825,9.756
03 Nov 2023,8.564,9.288
04 Nov 2023,9.825,8.911
05 Nov 2023,9.513,9.016
06 Nov 2023,6.994,8.599
07 Nov 2023,10.135,8.641
08 Nov 2023,9.792,8.950
09 Nov 2023,8.425,9.035
10 Nov 2023,6.770,8.779
11 Nov 2023,7.883,8.502
12 Nov 2023,9.715,8.531
13 Nov 2023,7.994,8.673
14 Nov 2023,8.110,8.384
15 Nov 2023,10.513,8.487
16 Nov 2023,11.810,8.971
17 Nov 2023,9.607,9.376
18 Nov 2023,8.854,9.515
19 Nov 2023,6.974,9.123
20 Nov 2023,9.563,9.347
21 Nov 2023,9.339,9.523
22 Nov 2023,8.833,9.283
23 Nov 2023,5.545,8.388
24 Nov 2023,7.908,8.145
25 Nov 2023,8.822,8.141
26 Nov 2023,9.444,8.493
27 Nov 2023,9.650,8.506
28 Nov 2023,11.190,8.770
29 Nov 2023,10.528,9.012
30 Nov 2023,13.572,10.159
01 Dec 2023,12.057,10.752
02 Dec 2023,15.191,11.662
03 Dec 2023,10.019,11.744
04 Dec 2023,9.966,11.789
05 Dec 2023,9.978,11.616
06 Dec 2023,11.729,11.787
07 Dec 2023,10.280,11.317
08 Dec 2023,8.876,10.863
09 Dec 2023,5.039,9.412
10 Dec 2023,8.610,9.211
11 Dec 2023,8.150,8.952
12 Dec 2023,8.159,8.692
13 Dec 2023,7.863,8.140
14 Dec 2023,8.679,7.911
15 Dec 2023,7.302,7.686
16 Dec 2023,5.839,7.800
17 Dec 2023,6.754,7.535
18 Dec 2023,6.515,7.302
19 Dec 2023,6.316,7.038
20 Dec 2023,3.101,6.358
21 Dec 2023,4.413,5.749
22 Dec 2023,5.238,5.454
23 Dec 2023,3.669,5.144
24 Dec 2023,0.616,4.267
25 Dec 2023,3.549,3.843
26 Dec 2023,5.256,3.692
27 Dec 2023,4.108,3.836
28 Dec 2023,1.769,3.458
29 Dec 2023,6.597,3.652
30 Dec 2023,5.367,3.895
31 Dec 2023,3.202,4.264
01 Jan 2024,6.220,4.646
02 Jan 2024,3.971,4.462
03 Jan 2024,7.816,4.992
04 Jan 2024,7.209,5.769
05 Jan 2024,7.840,5.946
06 Jan 2024,7.978,6.319
07 Jan 2024,8.938,7.139
08 Jan 2024,8.093,7.406
09 Jan 2024,6.529,7.772
10 Jan 2024,8.968,7.936
11 Jan 2024,9.258,8.229
12 Jan 2024,10.677,8.634
13 Jan 2024,8.657,8.731
14 Jan 2024,8.869,8.722
15 Jan 2024,8.361,8.760
16 Jan 2024,8.630,9.060
17 Jan 2024,7.464,8.845
18 Jan 2024,8.741,8.771
19 Jan 2024,7.511,8.319
20 Jan 2024,7.974,8.221
21 Jan 2024,7.903,8.083
22 Jan 2024,7.090,7.902
23 Jan 2024,5.314,7.428
24 Jan 2024,4.715,7.035
25 Jan 2024,6.928,6.776
26 Jan 2024,5.106,6.433
27 Jan 2024,4.724,5.969
28 Jan 2024,6.446,5.760
29 Jan 2024,8.616,5.978
30 Jan 2024,5.758,6.042
31 Jan 2024,5.799,6.197
01 Feb 2024,5.339,5.970
02 Feb 2024,5.091,5.968
03 Feb 2024,3.264,5.759
04 Feb 2024,3.114,5.283
05 Feb 2024,5.269,4.805
06 Feb 2024,5.402,4.754
07 Feb 2024,7.054,4.933
08 Feb 2024,6.781,5.139
09 Feb 2024,5.349,5.176
10 Feb 2024,7.105,5.725
11 Feb 2024,6.252,6.173
12 Feb 2024,6.282,6.318
13 Feb 2024,6.306,6.447
14 Feb 2024,5.544,6.231
15 Feb 2024,5.587,6.061
16 Feb 2024,6.896,6.282
17 Feb 2024,6.222,6.156
18 Feb 2024,5.170,6.001
19 Feb 2024,4.569,5.756
20 Feb 2024,4.799,5.541
21 Feb 2024,5.049,5.470
22 Feb 2024,7.048,5.679
23 Feb 2024,5.874,5.533
24 Feb 2024,7.304,5.688
25 Feb 2024,6.050,5.813
26 Feb 2024,5.486,5.944
27 Feb 2024,5.633,6.063
28 Feb 2024,6.659,6.293
29 Feb 2024,6.373,6.197
01 Mar 2024,7.977,6.497
02 Mar 2024,6.275,6.350
03 Mar 2024,5.941,6.335
04 Mar 2024,6.540,6.485
05 Mar 2024,6.838,6.658
06 Mar 2024,6.975,6.703
07 Mar 2024,6.989,6.791
08 Mar 2024,7.402,6.709
09 Mar 2024,6.961,6.807
10 Mar 2024,6.199,6.843
11 Mar 2024,8.332,7.099
12 Mar 2024,6.690,7.078
13 Mar 2024,6.195,6.967
14 Mar 2024,7.517,7.042
15 Mar 2024,3.974,6.553
16 Mar 2024,6.704,6.516
17 Mar 2024,7.167,6.654
18 Mar 2024,6.129,6.339
19 Mar 2024,6.635,6.332
20 Mar 2024,8.246,6.625
21 Mar 2024,6.167,6.432
22 Mar 2024,4.001,6.436
23 Mar 2024,0.370,5.531
24 Mar 2024,3.882,5.061
25 Mar 2024,7.028,5.190
26 Mar 2024,6.846,5.220
27 Mar 2024,6.196,4.927
28 Mar 2024,7.263,5.084
29 Mar 2024,8.397,5.712
30 Mar 2024,7.225,6.691
31 Mar 2024,6.367,7.046
01 Apr 2024,6.797,7.013
02 Apr 2024,6.124,6.910
03 Apr 2024,6.461,6.948
04 Apr 2024,5.267,6.663
05 Apr 2024,3.408,5.950
06 Apr 2024,2.484,5.273
07 Apr 2024,1.030,4.510
08 Apr 2024,5.269,4.292
09 Apr 2024,1.943,3.695
10 Apr 2024,4.799,3.457
11 Apr 2024,4.731,3.381
12 Apr 2024,1.581,3.120
13 Apr 2024,-0.112,2.749
14 Apr 2024,0.710,2.703
15 Apr 2024,1.725,2.197
16 Apr 2024,5.079,2.645
17 Apr 2024,7.684,3.057
18 Apr 2024,5.611,3.183
19 Apr 2024,4.394,3.584
20 Apr 2024,6.927,4.590
21 Apr 2024,4.611,5.147
22 Apr 2024,7.507,5.973
23 Apr 2024,6.862,6.228
24 Apr 2024,7.538,6.207
25 Apr 2024,6.910,6.393
26 Apr 2024,6.902,6.751
27 Apr 2024,8.109,6.920
28 Apr 2024,5.523,7.050
29 Apr 2024,5.818,6.809
30 Apr 2024,5.443,6.606
01 May 2024,7.527,6.605
02 May 2024,6.036,6.480
03 May 2024,7.323,6.540
04 May 2024,7.736,6.487
05 May 2024,7.284,6.738
06 May 2024,7.416,6.966
07 May 2024,6.541,7.123
08 May 2024,6.464,6.971
09 May 2024,6.630,7.056
10 May 2024,6.677,6.964
11 May 2024,4.713,6.532
12 May 2024,3.321,5.966
13 May 2024,9.171,6.217
14 May 2024,7.689,6.381
15 May 2024,7.908,6.587
16 May 2024,7.552,6.719
17 May 2024,6.490,6.692
18 May 2024,7.469,7.086
19 May 2024,7.504,7.683
20 May 2024,8.172,7.541
21 May 2024,8.500,7.656
22 May 2024,6.998,7.526
23 May 2024,8.261,7.628
24 May 2024,9.861,8.109
25 May 2024,6.546,7.977
26 May 2024,7.497,7.976
27 May 2024,5.719,7.626
28 May 2024,8.392,7.611
29 May 2024,6.388,7.523
30 May 2024,7.096,7.357
31 May 2024,8.354,7.142
01 Jun 2024,8.702,7.450
02 Jun 2024,4.528,7.026
03 Jun 2024,8.792,7.465
04 Jun 2024,6.598,7.208
05 Jun 2024,2.913,6.712
06 Jun 2024,4.551,6.348
07 Jun 2024,4.007,5.727
08 Jun 2024,3.097,4.927
09 Jun 2024,5.120,5.011
10 Jun 2024,5.078,4.481
11 Jun 2024,8.076,4.692
12 Jun 2024,8.580,5.501
13 Jun 2024,8.499,6.065
14 Jun 2024,8.908,6.765
15 Jun 2024,9.614,7.696
16 Jun 2024,1.936,7.242
17 Jun 2024,10.168,7.969
18 Jun 2024,8.506,8.030
19 Jun 2024,7.771,7.915
20 Jun 2024,8.180,7.869
21 Jun 2024,8.806,7.854
22 Jun 2024,7.635,7.572
23 Jun 2024,7.393,8.351
