Valid_From_UTC,Valid_To_UTC,Valid_From_Local,Valid_To_Local,Price_Inc_VAT,Price_Ex_VAT
10/10/22 8:00,10/10/22 8:30,10/10/22 9:00,10/10/22 9:30,35.8,34.09
10/10/22 8:30,10/10/22 9:00,10/10/22 9:30,10/10/22 10:00,33.22,31.64
10/10/22 9:00,10/10/22 9:30,10/10/22 10:00,10/10/22 10:30,29.61,28.2
10/10/22 9:30,10/10/22 10:00,10/10/22 10:30,10/10/22 11:00,21.0,20.0
10/10/22 10:00,10/10/22 10:30,10/10/22 11:00,10/10/22 11:30,24.57,23.4
10/10/22 10:30,10/10/22 11:00,10/10/22 11:30,10/10/22 12:00,21.42,20.4
10/10/22 11:00,10/10/22 11:30,10/10/22 12:00,10/10/22 12:30,27.47,26.16
10/10/22 11:30,10/10/22 12:00,10/10/22 12:30,10/10/22 13:00,21.82,20.78
10/10/22 12:00,10/10/22 12:30,10/10/22 13:00,10/10/22 13:30,24.81,23.63
10/10/22 12:30,10/10/22 13:00,10/10/22 13:30,10/10/22 14:00,23.04,21.94
10/10/22 13:00,10/10/22 13:30,10/10/22 14:00,10/10/22 14:30,27.54,26.23
10/10/22 13:30,10/10/22 14:00,10/10/22 14:30,10/10/22 15:00,27.51,26.2
10/10/22 14:00,10/10/22 14:30,10/10/22 15:00,10/10/22 15:30,22.51,21.44
10/10/22 14:30,10/10/22 15:00,10/10/22 15:30,10/10/22 16:00,30.07,28.64
10/10/22 15:00,10/10/22 15:30,10/10/22 16:00,10/10/22 16:30,35.8,34.09
10/10/22 15:30,10/10/22 16:00,10/10/22 16:30,10/10/22 17:00,35.8,34.09
10/10/22 16:00,10/10/22 16:30,10/10/22 17:00,10/10/22 17:30,35.8,34.09
10/10/22 16:30,10/10/22 17:00,10/10/22 17:30,10/10/22 18:00,36.48,34.74
10/10/22 17:00,10/10/22 17:30,10/10/22 18:00,10/10/22 18:30,36.75,35.0
10/10/22 17:30,10/10/22 18:00,10/10/22 18:30,10/10/22 19:00,37.15,35.38
10/10/22 18:00,10/10/22 18:30,10/10/22 19:00,10/10/22 19:30,35.8,34.09
10/10/22 18:30,10/10/22 19:00,10/10/22 19:30,10/10/22 20:00,35.8,34.09
10/10/22 19:00,10/10/22 19:30,10/10/22 20:00,10/10/22 20:30,35.8,34.09
10/10/22 19:30,10/10/22 20:00,10/10/22 20:30,10/10/22 21:00,27.78,26.46
10/10/22 20:00,10/10/22 20:30,10/10/22 21:00,10/10/22 21:30,35.8,34.09
10/10/22 20:30,10/10/22 21:00,10/10/22 21:30,10/10/22 22:00,27.3,26.0
10/10/22 21:00,10/10/22 21:30,10/10/22 22:00,10/10/22 22:30,30.37,28.92
10/10/22 21:30,10/10/22 22:00,10/10/22 22:30,10/10/22 23:00,27.3,26.0
10/10/22 22:00,10/10/22 22:30,10/10/22 23:00,10/10/22 23:30,30.45,29.0
10/10/22 22:30,10/10/22 23:00,10/10/22 23:30,10/11/22 0:00,31.5,30.0
10/10/22 23:00,10/10/22 23:30,10/11/22 0:00,10/11/22 0:30,33.06,31.49
10/10/22 23:30,10/11/22 0:00,10/11/22 0:30,10/11/22 1:00,30.91,29.44
10/11/22 0:00,10/11/22 0:30,10/11/22 1:00,10/11/22 1:30,30.45,29.0
10/11/22 0:30,10/11/22 1:00,10/11/22 1:30,10/11/22 2:00,33.56,31.96
10/11/22 1:00,10/11/22 1:30,10/11/22 2:00,10/11/22 2:30,33.18,31.6
10/11/22 1:30,10/11/22 2:00,10/11/22 2:30,10/11/22 3:00,29.82,28.4
10/11/22 2:00,10/11/22 2:30,10/11/22 3:00,10/11/22 3:30,31.5,30.0
10/11/22 2:30,10/11/22 3:00,10/11/22 3:30,10/11/22 4:00,29.82,28.4
10/11/22 3:00,10/11/22 3:30,10/11/22 4:00,10/11/22 4:30,35.28,33.6
10/11/22 3:30,10/11/22 4:00,10/11/22 4:30,10/11/22 5:00,29.82,28.4
10/11/22 4:00,10/11/22 4:30,10/11/22 5:00,10/11/22 5:30,35.8,34.09
10/11/22 4:30,10/11/22 5:00,10/11/22 5:30,10/11/22 6:00,35.8,34.09
10/11/22 5:00,10/11/22 5:30,10/11/22 6:00,10/11/22 6:30,34.94,33.28
10/11/22 5:30,10/11/22 6:00,10/11/22 6:30,10/11/22 7:00,35.8,34.09
10/11/22 6:00,10/11/22 6:30,10/11/22 7:00,10/11/22 7:30,35.91,34.2
10/11/22 6:30,10/11/22 7:00,10/11/22 7:30,10/11/22 8:00,37.15,35.38
10/11/22 7:00,10/11/22 7:30,10/11/22 8:00,10/11/22 8:30,37.15,35.38
10/11/22 7:30,10/11/22 8:00,10/11/22 8:30,10/11/22 9:00,35.8,34.09
10/11/22 8:00,10/11/22 8:30,10/11/22 9:00,10/11/22 9:30,35.8,34.09
10/11/22 8:30,10/11/22 9:00,10/11/22 9:30,10/11/22 10:00,35.8,34.09
10/11/22 9:00,10/11/22 9:30,10/11/22 10:00,10/11/22 10:30,35.8,34.09
10/11/22 9:30,10/11/22 10:00,10/11/22 10:30,10/11/22 11:00,34.78,33.12
10/11/22 10:00,10/11/22 10:30,10/11/22 11:00,10/11/22 11:30,35.07,33.4
10/11/22 10:30,10/11/22 11:00,10/11/22 11:30,10/11/22 12:00,31.29,29.8
10/11/22 11:00,10/11/22 11:30,10/11/22 12:00,10/11/22 12:30,32.05,30.52
10/11/22 11:30,10/11/22 12:00,10/11/22 12:30,10/11/22 13:00,30.77,29.3
10/11/22 12:00,10/11/22 12:30,10/11/22 13:00,10/11/22 13:30,32.15,30.62
10/11/22 12:30,10/11/22 13:00,10/11/22 13:30,10/11/22 14:00,30.77,29.3
10/11/22 13:00,10/11/22 13:30,10/11/22 14:00,10/11/22 14:30,32.78,31.22
10/11/22 13:30,10/11/22 14:00,10/11/22 14:30,10/11/22 15:00,30.77,29.3
10/11/22 14:00,10/11/22 14:30,10/11/22 15:00,10/11/22 15:30,33.6,32.0
10/11/22 14:30,10/11/22 15:00,10/11/22 15:30,10/11/22 16:00,35.8,34.09
10/11/22 15:00,10/11/22 15:30,10/11/22 16:00,10/11/22 16:30,37.15,35.38
10/11/22 15:30,10/11/22 16:00,10/11/22 16:30,10/11/22 17:00,37.15,35.38
10/11/22 16:00,10/11/22 16:30,10/11/22 17:00,10/11/22 17:30,37.15,35.38
10/11/22 16:30,10/11/22 17:00,10/11/22 17:30,10/11/22 18:00,37.15,35.38
10/11/22 17:00,10/11/22 17:30,10/11/22 18:00,10/11/22 18:30,37.15,35.38
10/11/22 17:30,10/11/22 18:00,10/11/22 18:30,10/11/22 19:00,37.15,35.38
10/11/22 18:00,10/11/22 18:30,10/11/22 19:00,10/11/22 19:30,37.15,35.38
10/11/22 18:30,10/11/22 19:00,10/11/22 19:30,10/11/22 20:00,35.8,34.09
10/11/22 19:00,10/11/22 19:30,10/11/22 20:00,10/11/22 20:30,35.8,34.09
10/11/22 19:30,10/11/22 20:00,10/11/22 20:30,10/11/22 21:00,35.8,34.09
10/11/22 20:00,10/11/22 20:30,10/11/22 21:00,10/11/22 21:30,34.8,33.14
10/11/22 20:30,10/11/22 21:00,10/11/22 21:30,10/11/22 22:00,34.65,33.0
10/11/22 21:00,10/11/22 21:30,10/11/22 22:00,10/11/22 22:30,34.44,32.8
10/11/22 21:30,10/11/22 22:00,10/11/22 22:30,10/11/22 23:00,31.5,30.0
10/11/22 22:00,10/11/22 22:30,10/11/22 23:00,10/11/22 23:30,35.8,34.09
10/11/22 22:30,10/11/22 23:00,10/11/22 23:30,10/12/22 0:00,35.8,34.09
10/11/22 23:00,10/11/22 23:30,10/12/22 0:00,10/12/22 0:30,31.65,30.14
10/11/22 23:30,10/12/22 0:00,10/12/22 0:30,10/12/22 1:00,30.68,29.22
10/12/22 0:00,10/12/22 0:30,10/12/22 1:00,10/12/22 1:30,28.88,27.5
10/12/22 0:30,10/12/22 1:00,10/12/22 1:30,10/12/22 2:00,31.19,29.7
10/12/22 1:00,10/12/22 1:30,10/12/22 2:00,10/12/22 2:30,32.13,30.6
10/12/22 1:30,10/12/22 2:00,10/12/22 2:30,10/12/22 3:00,29.19,27.8
10/12/22 2:00,10/12/22 2:30,10/12/22 3:00,10/12/22 3:30,30.24,28.8
10/12/22 2:30,10/12/22 3:00,10/12/22 3:30,10/12/22 4:00,28.22,26.88
10/12/22 3:00,10/12/22 3:30,10/12/22 4:00,10/12/22 4:30,30.91,29.44
10/12/22 3:30,10/12/22 4:00,10/12/22 4:30,10/12/22 5:00,22.26,21.2
10/12/22 4:00,10/12/22 4:30,10/12/22 5:00,10/12/22 5:30,27.78,26.46
10/12/22 4:30,10/12/22 5:00,10/12/22 5:30,10/12/22 6:00,28.35,27.0
10/12/22 5:00,10/12/22 5:30,10/12/22 6:00,10/12/22 6:30,28.71,27.34
10/12/22 5:30,10/12/22 6:00,10/12/22 6:30,10/12/22 7:00,30.45,29.0
10/12/22 6:00,10/12/22 6:30,10/12/22 7:00,10/12/22 7:30,31.5,30.0
10/12/22 6:30,10/12/22 7:00,10/12/22 7:30,10/12/22 8:00,35.8,34.09
10/12/22 7:00,10/12/22 7:30,10/12/22 8:00,10/12/22 8:30,35.8,34.09
10/12/22 7:30,10/12/22 8:00,10/12/22 8:30,10/12/22 9:00,35.8,34.09
10/12/22 8:00,10/12/22 8:30,10/12/22 9:00,10/12/22 9:30,35.8,34.09
10/12/22 8:30,10/12/22 9:00,10/12/22 9:30,10/12/22 10:00,35.8,34.09
10/12/22 9:00,10/12/22 9:30,10/12/22 10:00,10/12/22 10:30,35.8,34.09
10/12/22 9:30,10/12/22 10:00,10/12/22 10:30,10/12/22 11:00,33.39,31.8
10/12/22 10:00,10/12/22 10:30,10/12/22 11:00,10/12/22 11:30,29.61,28.2
10/12/22 10:30,10/12/22 11:00,10/12/22 11:30,10/12/22 12:00,30.45,29.0
10/12/22 11:00,10/12/22 11:30,10/12/22 12:00,10/12/22 12:30,34.23,32.6
10/12/22 11:30,10/12/22 12:00,10/12/22 12:30,10/12/22 13:00,33.96,32.34
10/12/22 12:00,10/12/22 12:30,10/12/22 13:00,10/12/22 13:30,35.8,34.09
10/12/22 12:30,10/12/22 13:00,10/12/22 13:30,10/12/22 14:00,35.7,34.0
10/12/22 13:00,10/12/22 13:30,10/12/22 14:00,10/12/22 14:30,35.8,34.09
10/12/22 13:30,10/12/22 14:00,10/12/22 14:30,10/12/22 15:00,35.8,34.09
10/12/22 14:00,10/12/22 14:30,10/12/22 15:00,10/12/22 15:30,34.23,32.6
10/12/22 14:30,10/12/22 15:00,10/12/22 15:30,10/12/22 16:00,34.31,32.68
10/12/22 15:00,10/12/22 15:30,10/12/22 16:00,10/12/22 16:30,35.8,34.09
10/12/22 15:30,10/12/22 16:00,10/12/22 16:30,10/12/22 17:00,37.15,35.38
10/12/22 16:00,10/12/22 16:30,10/12/22 17:00,10/12/22 17:30,37.15,35.38
10/12/22 16:30,10/12/22 17:00,10/12/22 17:30,10/12/22 18:00,37.15,35.38
10/12/22 17:00,10/12/22 17:30,10/12/22 18:00,10/12/22 18:30,37.15,35.38
10/12/22 17:30,10/12/22 18:00,10/12/22 18:30,10/12/22 19:00,37.15,35.38
10/12/22 18:00,10/12/22 18:30,10/12/22 19:00,10/12/22 19:30,37.15,35.38
10/12/22 18:30,10/12/22 19:00,10/12/22 19:30,10/12/22 20:00,35.8,34.09
10/12/22 19:00,10/12/22 19:30,10/12/22 20:00,10/12/22 20:30,35.8,34.09
10/12/22 19:30,10/12/22 20:00,10/12/22 20:30,10/12/22 21:00,35.8,34.09
10/12/22 20:00,10/12/22 20:30,10/12/22 21:00,10/12/22 21:30,35.8,34.09
10/12/22 20:30,10/12/22 21:00,10/12/22 21:30,10/12/22 22:00,35.49,33.8
10/12/22 21:00,10/12/22 21:30,10/12/22 22:00,10/12/22 22:30,29.82,28.4
10/12/22 21:30,10/12/22 22:00,10/12/22 22:30,10/12/22 23:00,29.38,27.98
10/12/22 22:00,10/12/22 22:30,10/12/22 23:00,10/12/22 23:30,35.8,34.09
10/12/22 22:30,10/12/22 23:00,10/12/22 23:30,10/13/22 0:00,30.45,29.0
10/12/22 23:00,10/12/22 23:30,10/13/22 0:00,10/13/22 0:30,31.5,30.0
10/12/22 23:30,10/13/22 0:00,10/13/22 0:30,10/13/22 1:00,32.76,31.2
10/13/22 0:00,10/13/22 0:30,10/13/22 1:00,10/13/22 1:30,32.77,31.21
10/13/22 0:30,10/13/22 1:00,10/13/22 1:30,10/13/22 2:00,34.86,33.2
10/13/22 1:00,10/13/22 1:30,10/13/22 2:00,10/13/22 2:30,34.52,32.88
10/13/22 1:30,10/13/22 2:00,10/13/22 2:30,10/13/22 3:00,30.56,29.1
10/13/22 2:00,10/13/22 2:30,10/13/22 3:00,10/13/22 3:30,32.87,31.3
10/13/22 2:30,10/13/22 3:00,10/13/22 3:30,10/13/22 4:00,32.87,31.3
10/13/22 3:00,10/13/22 3:30,10/13/22 4:00,10/13/22 4:30,31.5,30.0
10/13/22 3:30,10/13/22 4:00,10/13/22 4:30,10/13/22 5:00,31.5,30.0
10/13/22 4:00,10/13/22 4:30,10/13/22 5:00,10/13/22 5:30,31.5,30.0
