year,month,day_of_month,hour,minute,price,is_weekend_holiday,day_of_week,is_dst
2018,1,1,0,0,28.1,False,0,False
2018,1,1,1,0,33.0,False,0,False
2018,1,1,2,0,32.9,False,0,False
2018,1,1,3,0,28.1,False,0,False
2018,1,1,4,0,27.6,False,0,False
2018,1,1,5,0,24.6,False,0,False
2018,1,1,6,0,20.1,False,0,False
2018,1,1,7,0,19.9,False,0,False
2018,1,1,8,0,19.84,False,0,False
2018,1,1,9,0,19.9,False,0,False
2018,1,1,10,0,19.9,False,0,False
2018,1,1,11,0,19.9,False,0,False
2018,1,1,12,0,23.6,False,0,False
2018,1,1,13,0,25.1,False,0,False
2018,1,1,14,0,23.6,False,0,False
2018,1,1,15,0,24.6,False,0,False
2018,1,1,16,0,25.1,False,0,False
2018,1,1,17,0,27.6,False,0,False
2018,1,1,18,0,27.6,False,0,False
2018,1,1,19,0,28.1,False,0,False
2018,1,1,20,0,32.9,False,0,False
2018,1,1,21,0,28.1,False,0,False
2018,1,1,22,0,28.1,False,0,False
2018,1,2,0,0,19.9,False,1,False
2018,1,2,1,0,27.6,False,1,False
2018,1,2,2,0,19.9,False,1,False
2018,1,2,3,0,19.84,False,1,False
2018,1,2,4,0,19.1,False,1,False
2018,1,2,5,0,19.9,False,1,False
2018,1,2,6,0,22.58,False,1,False
2018,1,2,7,0,41.92,False,1,False
2018,1,2,8,0,47.95,False,1,False
2018,1,2,9,0,49.9,False,1,False
2018,1,2,10,0,50.5,False,1,False
2018,1,2,11,0,49.7,False,1,False
2018,1,2,12,0,48.16,False,1,False
2018,1,2,13,0,48.02,False,1,False
2018,1,2,14,0,47.64,False,1,False
2018,1,2,15,0,46.38,False,1,False
2018,1,2,16,0,46.4,False,1,False
2018,1,2,17,0,49.71,False,1,False
2018,1,2,18,0,52.25,False,1,False
2018,1,2,19,0,53.47,False,1,False
2018,1,2,20,0,55.54,False,1,False
2018,1,2,21,0,55.02,False,1,False
2018,1,2,22,0,50.5,False,1,False
2018,1,3,0,0,28.1,False,2,False
2018,1,3,1,0,40.69,False,2,False
2018,1,3,2,0,30.69,False,2,False
2018,1,3,3,0,30.69,False,2,False
2018,1,3,4,0,30.69,False,2,False
2018,1,3,5,0,30.69,False,2,False
2018,1,3,6,0,39.11,False,2,False
2018,1,3,7,0,41.69,False,2,False
2018,1,3,8,0,51.76,False,2,False
2018,1,3,9,0,53.9,False,2,False
2018,1,3,10,0,54.45,False,2,False
2018,1,3,11,0,53.42,False,2,False
2018,1,3,12,0,52.26,False,2,False
2018,1,3,13,0,52.0,False,2,False
2018,1,3,14,0,50.76,False,2,False
2018,1,3,15,0,49.96,False,2,False
2018,1,3,16,0,49.48,False,2,False
2018,1,3,17,0,51.0,False,2,False
2018,1,3,18,0,53.05,False,2,False
2018,1,3,19,0,53.47,False,2,False
2018,1,3,20,0,53.9,False,2,False
2018,1,3,21,0,53.42,False,2,False
2018,1,3,22,0,51.01,False,2,False
2018,1,4,0,0,41.11,False,3,False
2018,1,4,1,0,44.19,False,3,False
2018,1,4,2,0,42.11,False,3,False
2018,1,4,3,0,41.11,False,3,False
2018,1,4,4,0,41.09,False,3,False
2018,1,4,5,0,40.08,False,3,False
2018,1,4,6,0,39.11,False,3,False
2018,1,4,7,0,39.1,False,3,False
2018,1,4,8,0,47.23,False,3,False
2018,1,4,9,0,49.14,False,3,False
2018,1,4,10,0,49.63,False,3,False
2018,1,4,11,0,48.86,False,3,False
2018,1,4,12,0,48.36,False,3,False
2018,1,4,13,0,48.19,False,3,False
2018,1,4,14,0,45.58,False,3,False
2018,1,4,15,0,44.19,False,3,False
2018,1,4,16,0,44.19,False,3,False
2018,1,4,17,0,50.08,False,3,False
2018,1,4,18,0,49.96,False,3,False
2018,1,4,19,0,49.14,False,3,False
2018,1,4,20,0,49.36,False,3,False
2018,1,4,21,0,48.97,False,3,False
2018,1,4,22,0,48.11,False,3,False
2018,1,5,0,0,34.85,False,4,False
2018,1,5,1,0,34.85,False,4,False
2018,1,5,2,0,20.1,False,4,False
2018,1,5,3,0,16.1,False,4,False
2018,1,5,4,0,14.6,False,4,False
2018,1,5,5,0,13.51,False,4,False
2018,1,5,6,0,23.96,False,4,False
2018,1,5,7,0,40.1,False,4,False
2018,1,5,8,0,49.34,False,4,False
2018,1,5,9,0,51.73,False,4,False
2018,1,5,10,0,53.27,False,4,False
2018,1,5,11,0,52.02,False,4,False
2018,1,5,12,0,51.95,False,4,False
2018,1,5,13,0,52.02,False,4,False
2018,1,5,14,0,51.95,False,4,False
2018,1,5,15,0,52.53,False,4,False
2018,1,5,16,0,53.99,False,4,False
2018,1,5,17,0,56.35,False,4,False
2018,1,5,18,0,58.19,False,4,False
2018,1,5,19,0,58.76,False,4,False
2018,1,5,20,0,60.58,False,4,False
2018,1,5,21,0,61.01,False,4,False
2018,1,5,22,0,58.05,False,4,False
2018,1,6,0,0,57.56,True,5,False
2018,1,6,1,0,51.99,True,5,False
2018,1,6,2,0,44.19,True,5,False
2018,1,6,3,0,40.01,True,5,False
2018,1,6,4,0,30.75,True,5,False
2018,1,6,5,0,30.5,True,5,False
2018,1,6,6,0,30.5,True,5,False
2018,1,6,7,0,36.98,True,5,False
2018,1,6,8,0,43.01,True,5,False
2018,1,6,9,0,48.19,True,5,False
2018,1,6,10,0,55.01,True,5,False
2018,1,6,11,0,56.64,True,5,False
2018,1,6,12,0,55.38,True,5,False
2018,1,6,13,0,52.07,True,5,False
2018,1,6,14,0,48.19,True,5,False
2018,1,6,15,0,42.75,True,5,False
2018,1,6,16,0,39.51,True,5,False
2018,1,6,17,0,44.22,True,5,False
2018,1,6,18,0,49.98,True,5,False
2018,1,6,19,0,48.71,True,5,False
2018,1,6,20,0,50.0,True,5,False
2018,1,6,21,0,50.0,True,5,False
2018,1,6,22,0,48.69,True,5,False
2018,1,7,0,0,42.16,True,6,False
2018,1,7,1,0,34.39,True,6,False
2018,1,7,2,0,32.32,True,6,False
2018,1,7,3,0,30.39,True,6,False
2018,1,7,4,0,30.29,True,6,False
2018,1,7,5,0,29.89,True,6,False
2018,1,7,6,0,29.89,True,6,False
2018,1,7,7,0,29.89,True,6,False
2018,1,7,8,0,30.89,True,6,False
2018,1,7,9,0,43.01,True,6,False
2018,1,7,10,0,49.67,True,6,False
2018,1,7,11,0,53.02,True,6,False
2018,1,7,12,0,53.04,True,6,False
2018,1,7,13,0,54.07,True,6,False
2018,1,7,14,0,53.99,True,6,False
2018,1,7,15,0,49.41,True,6,False
2018,1,7,16,0,48.69,True,6,False
2018,1,7,17,0,54.19,True,6,False
2018,1,7,18,0,57.06,True,6,False
2018,1,7,19,0,63.19,True,6,False
2018,1,7,20,0,64.72,True,6,False
2018,1,7,21,0,64.69,True,6,False
2018,1,7,22,0,64.62,True,6,False
2018,1,8,0,0,66.69,False,0,False
2018,1,8,1,0,57.55,False,0,False
2018,1,8,2,0,53.01,False,0,False
2018,1,8,3,0,50.14,False,0,False
2018,1,8,4,0,49.54,False,0,False
2018,1,8,5,0,51.09,False,0,False
2018,1,8,6,0,60.0,False,0,False
2018,1,8,7,0,65.59,False,0,False
2018,1,8,8,0,65.94,False,0,False
2018,1,8,9,0,68.59,False,0,False
2018,1,8,10,0,70.62,False,0,False
2018,1,8,11,0,69.48,False,0,False
2018,1,8,12,0,69.46,False,0,False
2018,1,8,13,0,69.42,False,0,False
2018,1,8,14,0,68.92,False,0,False
2018,1,8,15,0,68.59,False,0,False
2018,1,8,16,0,67.09,False,0,False
2018,1,8,17,0,67.09,False,0,False
2018,1,8,18,0,68.71,False,0,False
2018,1,8,19,0,69.69,False,0,False
2018,1,8,20,0,70.88,False,0,False
2018,1,8,21,0,70.62,False,0,False
2018,1,8,22,0,68.92,False,0,False
2018,1,9,0,0,68.71,False,1,False
2018,1,9,1,0,54.32,False,1,False
2018,1,9,2,0,49.69,False,1,False
2018,1,9,3,0,48.99,False,1,False
2018,1,9,4,0,46.99,False,1,False
2018,1,9,5,0,45.92,False,1,False
2018,1,9,6,0,47.29,False,1,False
2018,1,9,7,0,55.9,False,1,False
2018,1,9,8,0,58.99,False,1,False
2018,1,9,9,0,64.58,False,1,False
2018,1,9,10,0,64.3,False,1,False
2018,1,9,11,0,61.35,False,1,False
2018,1,9,12,0,58.44,False,1,False
2018,1,9,13,0,57.55,False,1,False
2018,1,9,14,0,55.14,False,1,False
2018,1,9,15,0,55.13,False,1,False
2018,1,9,16,0,56.07,False,1,False
2018,1,9,17,0,59.01,False,1,False
2018,1,9,18,0,67.02,False,1,False
2018,1,9,19,0,69.02,False,1,False
2018,1,9,20,0,69.55,False,1,False
2018,1,9,21,0,69.46,False,1,False
2018,1,9,22,0,67.27,False,1,False
2018,1,10,0,0,61.58,False,2,False
2018,1,10,1,0,51.0,False,2,False
2018,1,10,2,0,49.0,False,2,False
2018,1,10,3,0,47.29,False,2,False
2018,1,10,4,0,47.09,False,2,False
2018,1,10,5,0,46.99,False,2,False
2018,1,10,6,0,50.06,False,2,False
2018,1,10,7,0,61.58,False,2,False
2018,1,10,8,0,66.97,False,2,False
2018,1,10,9,0,67.45,False,2,False
2018,1,10,10,0,65.73,False,2,False
2018,1,10,11,0,58.68,False,2,False
2018,1,10,12,0,58.01,False,2,False
2018,1,10,13,0,49.54,False,2,False
2018,1,10,14,0,47.1,False,2,False
2018,1,10,15,0,47.98,False,2,False
2018,1,10,16,0,48.9,False,2,False
2018,1,10,17,0,51.9,False,2,False
2018,1,10,18,0,52.69,False,2,False
2018,1,10,19,0,55.13,False,2,False
2018,1,10,20,0,60.3,False,2,False
2018,1,10,21,0,58.05,False,2,False
2018,1,10,22,0,46.84,False,2,False
2018,1,11,0,0,39.43,False,3,False
2018,1,11,1,0,37.0,False,3,False
2018,1,11,2,0,34.2,False,3,False
2018,1,11,3,0,33.0,False,3,False
2018,1,11,4,0,33.05,False,3,False
2018,1,11,5,0,37.09,False,3,False
2018,1,11,6,0,41.5,False,3,False
2018,1,11,7,0,53.07,False,3,False
2018,1,11,8,0,57.22,False,3,False
2018,1,11,9,0,59.02,False,3,False
2018,1,11,10,0,57.58,False,3,False
2018,1,11,11,0,57.45,False,3,False
2018,1,11,12,0,54.61,False,3,False
2018,1,11,13,0,54.83,False,3,False
2018,1,11,14,0,54.74,False,3,False
2018,1,11,15,0,54.01,False,3,False
2018,1,11,16,0,54.96,False,3,False
2018,1,11,17,0,57.47,False,3,False
2018,1,11,18,0,57.83,False,3,False
2018,1,11,19,0,59.08,False,3,False
2018,1,11,20,0,63.03,False,3,False
2018,1,11,21,0,62.55,False,3,False
2018,1,11,22,0,58.17,False,3,False
2018,1,12,0,0,55.57,False,4,False
2018,1,12,1,0,49.0,False,4,False
2018,1,12,2,0,46.15,False,4,False
2018,1,12,3,0,46.01,False,4,False
2018,1,12,4,0,46.13,False,4,False
2018,1,12,5,0,47.29,False,4,False
2018,1,12,6,0,56.0,False,4,False
2018,1,12,7,0,61.97,False,4,False
2018,1,12,8,0,66.58,False,4,False
2018,1,12,9,0,66.89,False,4,False
2018,1,12,10,0,67.19,False,4,False
2018,1,12,11,0,66.34,False,4,False
2018,1,12,12,0,63.82,False,4,False
2018,1,12,13,0,63.86,False,4,False
2018,1,12,14,0,61.59,False,4,False
2018,1,12,15,0,61.58,False,4,False
2018,1,12,16,0,61.59,False,4,False
2018,1,12,17,0,61.97,False,4,False
2018,1,12,18,0,66.36,False,4,False
2018,1,12,19,0,66.89,False,4,False
2018,1,12,20,0,66.89,False,4,False
2018,1,12,21,0,66.16,False,4,False
2018,1,12,22,0,63.57,False,4,False
2018,1,13,0,0,56.02,True,5,False
2018,1,13,1,0,48.14,True,5,False
2018,1,13,2,0,46.6,True,5,False
2018,1,13,3,0,46.1,True,5,False
2018,1,13,4,0,46.2,True,5,False
2018,1,13,5,0,46.6,True,5,False
2018,1,13,6,0,47.13,True,5,False
2018,1,13,7,0,50.05,True,5,False
2018,1,13,8,0,50.98,True,5,False
2018,1,13,9,0,58.16,True,5,False
2018,1,13,10,0,60.76,True,5,False
2018,1,13,11,0,60.5,True,5,False
2018,1,13,12,0,59.5,True,5,False
2018,1,13,13,0,59.07,True,5,False
2018,1,13,14,0,58.7,True,5,False
2018,1,13,15,0,55.57,True,5,False
2018,1,13,16,0,54.99,True,5,False
2018,1,13,17,0,56.01,True,5,False
2018,1,13,18,0,61.0,True,5,False
2018,1,13,19,0,61.97,True,5,False
2018,1,13,20,0,63.82,True,5,False
2018,1,13,21,0,62.11,True,5,False
2018,1,13,22,0,59.54,True,5,False
2018,1,14,0,0,48.7,True,6,False
2018,1,14,1,0,45.27,True,6,False
2018,1,14,2,0,43.92,True,6,False
2018,1,14,3,0,42.1,True,6,False
2018,1,14,4,0,42.09,True,6,False
2018,1,14,5,0,42.1,True,6,False
2018,1,14,6,0,43.92,True,6,False
2018,1,14,7,0,45.01,True,6,False
2018,1,14,8,0,45.21,True,6,False
2018,1,14,9,0,47.66,True,6,False
2018,1,14,10,0,53.9,True,6,False
2018,1,14,11,0,54.8,True,6,False
2018,1,14,12,0,54.8,True,6,False
2018,1,14,13,0,58.11,True,6,False
2018,1,14,14,0,58.53,True,6,False
2018,1,14,15,0,53.9,True,6,False
2018,1,14,16,0,53.15,True,6,False
2018,1,14,17,0,54.8,True,6,False
2018,1,14,18,0,60.82,True,6,False
2018,1,14,19,0,64.97,True,6,False
2018,1,14,20,0,67.19,True,6,False
2018,1,14,21,0,67.92,True,6,False
2018,1,14,22,0,66.01,True,6,False
2018,1,15,0,0,60.82,False,0,False
2018,1,15,1,0,53.6,False,0,False
2018,1,15,2,0,47.66,False,0,False
2018,1,15,3,0,46.14,False,0,False
2018,1,15,4,0,45.69,False,0,False
2018,1,15,5,0,47.13,False,0,False
2018,1,15,6,0,55.55,False,0,False
2018,1,15,7,0,60.9,False,0,False
2018,1,15,8,0,64.99,False,0,False
2018,1,15,9,0,66.01,False,0,False
2018,1,15,10,0,65.03,False,0,False
2018,1,15,11,0,62.07,False,0,False
2018,1,15,12,0,61.01,False,0,False
2018,1,15,13,0,60.9,False,0,False
2018,1,15,14,0,58.7,False,0,False
2018,1,15,15,0,57.83,False,0,False
2018,1,15,16,0,56.0,False,0,False
2018,1,15,17,0,57.83,False,0,False
2018,1,15,18,0,61.59,False,0,False
2018,1,15,19,0,64.28,False,0,False
2018,1,15,20,0,65.23,False,0,False
2018,1,15,21,0,62.4,False,0,False
2018,1,15,22,0,58.15,False,0,False
2018,1,16,0,0,44.5,False,1,False
2018,1,16,1,0,43.92,False,1,False
2018,1,16,2,0,39.47,False,1,False
2018,1,16,3,0,38.64,False,1,False
2018,1,16,4,0,39.04,False,1,False
2018,1,16,5,0,39.1,False,1,False
2018,1,16,6,0,43.03,False,1,False
2018,1,16,7,0,51.89,False,1,False
2018,1,16,8,0,60.82,False,1,False
2018,1,16,9,0,63.45,False,1,False
2018,1,16,10,0,61.99,False,1,False
2018,1,16,11,0,60.32,False,1,False
2018,1,16,12,0,58.03,False,1,False
2018,1,16,13,0,56.16,False,1,False
2018,1,16,14,0,54.5,False,1,False
2018,1,16,15,0,51.95,False,1,False
2018,1,16,16,0,49.43,False,1,False
2018,1,16,17,0,52.1,False,1,False
2018,1,16,18,0,59.02,False,1,False
2018,1,16,19,0,61.59,False,1,False
2018,1,16,20,0,63.45,False,1,False
2018,1,16,21,0,61.59,False,1,False
2018,1,16,22,0,52.69,False,1,False
2018,1,17,0,0,42.64,False,2,False
2018,1,17,1,0,40.0,False,2,False
2018,1,17,2,0,36.18,False,2,False
2018,1,17,3,0,35.67,False,2,False
2018,1,17,4,0,35.45,False,2,False
2018,1,17,5,0,36.45,False,2,False
2018,1,17,6,0,41.51,False,2,False
2018,1,17,7,0,47.94,False,2,False
2018,1,17,8,0,58.7,False,2,False
2018,1,17,9,0,61.59,False,2,False
2018,1,17,10,0,61.59,False,2,False
2018,1,17,11,0,56.35,False,2,False
2018,1,17,12,0,54.97,False,2,False
2018,1,17,13,0,54.97,False,2,False
2018,1,17,14,0,54.83,False,2,False
2018,1,17,15,0,54.72,False,2,False
2018,1,17,16,0,54.73,False,2,False
2018,1,17,17,0,56.58,False,2,False
2018,1,17,18,0,61.97,False,2,False
2018,1,17,19,0,63.8,False,2,False
2018,1,17,20,0,65.5,False,2,False
2018,1,17,21,0,65.5,False,2,False
2018,1,17,22,0,61.1,False,2,False
2018,1,18,0,0,59.91,False,3,False
2018,1,18,1,0,52.0,False,3,False
2018,1,18,2,0,47.13,False,3,False
2018,1,18,3,0,45.65,False,3,False
2018,1,18,4,0,45.19,False,3,False
2018,1,18,5,0,45.96,False,3,False
2018,1,18,6,0,54.97,False,3,False
2018,1,18,7,0,58.7,False,3,False
2018,1,18,8,0,60.89,False,3,False
2018,1,18,9,0,61.59,False,3,False
2018,1,18,10,0,61.37,False,3,False
2018,1,18,11,0,60.89,False,3,False
2018,1,18,12,0,60.07,False,3,False
2018,1,18,13,0,60.41,False,3,False
2018,1,18,14,0,59.9,False,3,False
2018,1,18,15,0,59.86,False,3,False
2018,1,18,16,0,59.81,False,3,False
2018,1,18,17,0,59.96,False,3,False
2018,1,18,18,0,61.2,False,3,False
2018,1,18,19,0,61.91,False,3,False
2018,1,18,20,0,62.39,False,3,False
2018,1,18,21,0,61.6,False,3,False
2018,1,18,22,0,60.89,False,3,False
2018,1,19,0,0,58.69,False,4,False
2018,1,19,1,0,51.07,False,4,False
2018,1,19,2,0,47.07,False,4,False
2018,1,19,3,0,45.27,False,4,False
2018,1,19,4,0,45.09,False,4,False
2018,1,19,5,0,45.09,False,4,False
2018,1,19,6,0,52.0,False,4,False
2018,1,19,7,0,59.2,False,4,False
2018,1,19,8,0,59.89,False,4,False
2018,1,19,9,0,59.96,False,4,False
2018,1,19,10,0,59.46,False,4,False
2018,1,19,11,0,58.7,False,4,False
2018,1,19,12,0,56.58,False,4,False
2018,1,19,13,0,55.4,False,4,False
2018,1,19,14,0,54.83,False,4,False
2018,1,19,15,0,52.01,False,4,False
2018,1,19,16,0,52.0,False,4,False
2018,1,19,17,0,54.83,False,4,False
2018,1,19,18,0,58.69,False,4,False
2018,1,19,19,0,59.86,False,4,False
2018,1,19,20,0,59.95,False,4,False
2018,1,19,21,0,59.46,False,4,False
2018,1,19,22,0,59.06,False,4,False
2018,1,20,0,0,58.49,True,5,False
2018,1,20,1,0,58.99,True,5,False
2018,1,20,2,0,58.99,True,5,False
2018,1,20,3,0,58.49,True,5,False
2018,1,20,4,0,47.0,True,5,False
2018,1,20,5,0,46.95,True,5,False
2018,1,20,6,0,46.95,True,5,False
2018,1,20,7,0,42.74,True,5,False
2018,1,20,8,0,41.27,True,5,False
2018,1,20,9,0,51.0,True,5,False
2018,1,20,10,0,58.49,True,5,False
2018,1,20,11,0,57.8,True,5,False
2018,1,20,12,0,50.66,True,5,False
2018,1,20,13,0,58.01,True,5,False
2018,1,20,14,0,47.0,True,5,False
2018,1,20,15,0,44.4,True,5,False
2018,1,20,16,0,44.2,True,5,False
2018,1,20,17,0,44.38,True,5,False
2018,1,20,18,0,49.38,True,5,False
2018,1,20,19,0,58.09,True,5,False
2018,1,20,20,0,58.49,True,5,False
2018,1,20,21,0,57.5,True,5,False
2018,1,20,22,0,46.05,True,5,False
2018,1,21,0,0,44.4,True,6,False
2018,1,21,1,0,44.4,True,6,False
2018,1,21,2,0,39.05,True,6,False
2018,1,21,3,0,38.12,True,6,False
2018,1,21,4,0,38.1,True,6,False
2018,1,21,5,0,38.07,True,6,False
2018,1,21,6,0,38.08,True,6,False
2018,1,21,7,0,38.18,True,6,False
2018,1,21,8,0,38.63,True,6,False
2018,1,21,9,0,40.35,True,6,False
2018,1,21,10,0,46.7,True,6,False
2018,1,21,11,0,46.05,True,6,False
2018,1,21,12,0,45.97,True,6,False
2018,1,21,13,0,47.93,True,6,False
2018,1,21,14,0,45.66,True,6,False
2018,1,21,15,0,44.2,True,6,False
2018,1,21,16,0,41.69,True,6,False
2018,1,21,17,0,44.54,True,6,False
2018,1,21,18,0,58.03,True,6,False
2018,1,21,19,0,60.9,True,6,False
2018,1,21,20,0,61.97,True,6,False
2018,1,21,21,0,63.43,True,6,False
2018,1,21,22,0,61.8,True,6,False
2018,1,22,0,0,58.03,False,0,False
2018,1,22,1,0,44.72,False,0,False
2018,1,22,2,0,40.95,False,0,False
2018,1,22,3,0,40.35,False,0,False
2018,1,22,4,0,39.85,False,0,False
2018,1,22,5,0,40.2,False,0,False
2018,1,22,6,0,44.5,False,0,False
2018,1,22,7,0,58.03,False,0,False
2018,1,22,8,0,59.01,False,0,False
2018,1,22,9,0,60.79,False,0,False
2018,1,22,10,0,60.1,False,0,False
2018,1,22,11,0,58.7,False,0,False
2018,1,22,12,0,58.09,False,0,False
2018,1,22,13,0,58.01,False,0,False
2018,1,22,14,0,55.69,False,0,False
2018,1,22,15,0,52.73,False,0,False
2018,1,22,16,0,52.16,False,0,False
2018,1,22,17,0,55.8,False,0,False
2018,1,22,18,0,57.69,False,0,False
2018,1,22,19,0,59.03,False,0,False
2018,1,22,20,0,61.01,False,0,False
2018,1,22,21,0,60.32,False,0,False
2018,1,22,22,0,57.86,False,0,False
2018,1,23,0,0,59.01,False,1,False
2018,1,23,1,0,53.01,False,1,False
2018,1,23,2,0,49.4,False,1,False
2018,1,23,3,0,47.43,False,1,False
2018,1,23,4,0,47.43,False,1,False
2018,1,23,5,0,47.76,False,1,False
2018,1,23,6,0,53.48,False,1,False
2018,1,23,7,0,59.34,False,1,False
2018,1,23,8,0,61.41,False,1,False
2018,1,23,9,0,61.8,False,1,False
2018,1,23,10,0,61.62,False,1,False
2018,1,23,11,0,60.69,False,1,False
2018,1,23,12,0,59.55,False,1,False
2018,1,23,13,0,60.02,False,1,False
2018,1,23,14,0,59.34,False,1,False
2018,1,23,15,0,58.7,False,1,False
2018,1,23,16,0,59.34,False,1,False
2018,1,23,17,0,58.03,False,1,False
2018,1,23,18,0,61.09,False,1,False
2018,1,23,19,0,62.57,False,1,False
2018,1,23,20,0,63.51,False,1,False
2018,1,23,21,0,63.09,False,1,False
2018,1,23,22,0,61.77,False,1,False
2018,1,24,0,0,61.59,False,2,False
2018,1,24,1,0,59.75,False,2,False
2018,1,24,2,0,57.69,False,2,False
2018,1,24,3,0,53.01,False,2,False
2018,1,24,4,0,49.57,False,2,False
2018,1,24,5,0,51.0,False,2,False
2018,1,24,6,0,56.65,False,2,False
2018,1,24,7,0,58.7,False,2,False
2018,1,24,8,0,59.9,False,2,False
2018,1,24,9,0,59.9,False,2,False
2018,1,24,10,0,58.51,False,2,False
2018,1,24,11,0,57.45,False,2,False
2018,1,24,12,0,55.9,False,2,False
2018,1,24,13,0,55.83,False,2,False
2018,1,24,14,0,53.56,False,2,False
2018,1,24,15,0,50.86,False,2,False
2018,1,24,16,0,50.09,False,2,False
2018,1,24,17,0,52.17,False,2,False
2018,1,24,18,0,57.45,False,2,False
2018,1,24,19,0,59.75,False,2,False
2018,1,24,20,0,60.82,False,2,False
2018,1,24,21,0,60.01,False,2,False
2018,1,24,22,0,59.0,False,2,False
2018,1,25,0,0,58.95,False,3,False
2018,1,25,1,0,56.02,False,3,False
2018,1,25,2,0,47.76,False,3,False
2018,1,25,3,0,46.01,False,3,False
2018,1,25,4,0,45.39,False,3,False
2018,1,25,5,0,45.39,False,3,False
2018,1,25,6,0,54.82,False,3,False
2018,1,25,7,0,55.84,False,3,False
2018,1,25,8,0,58.68,False,3,False
2018,1,25,9,0,59.11,False,3,False
2018,1,25,10,0,58.95,False,3,False
2018,1,25,11,0,58.19,False,3,False
2018,1,25,12,0,56.94,False,3,False
2018,1,25,13,0,56.92,False,3,False
2018,1,25,14,0,55.69,False,3,False
2018,1,25,15,0,51.89,False,3,False
2018,1,25,16,0,49.0,False,3,False
2018,1,25,17,0,49.37,False,3,False
2018,1,25,18,0,55.69,False,3,False
2018,1,25,19,0,57.69,False,3,False
2018,1,25,20,0,57.98,False,3,False
2018,1,25,21,0,54.19,False,3,False
2018,1,25,22,0,48.17,False,3,False
2018,1,26,0,0,42.61,False,4,False
2018,1,26,1,0,38.12,False,4,False
2018,1,26,2,0,37.59,False,4,False
2018,1,26,3,0,37.39,False,4,False
2018,1,26,4,0,37.09,False,4,False
2018,1,26,5,0,36.84,False,4,False
2018,1,26,6,0,39.91,False,4,False
2018,1,26,7,0,51.27,False,4,False
2018,1,26,8,0,57.3,False,4,False
2018,1,26,9,0,58.01,False,4,False
2018,1,26,10,0,57.6,False,4,False
2018,1,26,11,0,53.75,False,4,False
2018,1,26,12,0,50.23,False,4,False
2018,1,26,13,0,49.2,False,4,False
2018,1,26,14,0,48.96,False,4,False
2018,1,26,15,0,48.25,False,4,False
2018,1,26,16,0,48.25,False,4,False
2018,1,26,17,0,51.15,False,4,False
2018,1,26,18,0,54.7,False,4,False
2018,1,26,19,0,57.98,False,4,False
2018,1,26,20,0,58.44,False,4,False
2018,1,26,21,0,58.39,False,4,False
2018,1,26,22,0,57.3,False,4,False
2018,1,27,0,0,51.47,True,5,False
2018,1,27,1,0,39.52,True,5,False
2018,1,27,2,0,38.12,True,5,False
2018,1,27,3,0,38.05,True,5,False
2018,1,27,4,0,37.92,True,5,False
2018,1,27,5,0,37.92,True,5,False
2018,1,27,6,0,38.09,True,5,False
2018,1,27,7,0,39.27,True,5,False
2018,1,27,8,0,43.45,True,5,False
2018,1,27,9,0,51.47,True,5,False
2018,1,27,10,0,56.09,True,5,False
2018,1,27,11,0,54.15,True,5,False
2018,1,27,12,0,49.09,True,5,False
2018,1,27,13,0,51.09,True,5,False
2018,1,27,14,0,46.95,True,5,False
2018,1,27,15,0,44.6,True,5,False
2018,1,27,16,0,44.49,True,5,False
2018,1,27,17,0,46.0,True,5,False
2018,1,27,18,0,57.2,True,5,False
2018,1,27,19,0,60.08,True,5,False
2018,1,27,20,0,60.59,True,5,False
2018,1,27,21,0,60.61,True,5,False
2018,1,27,22,0,60.37,True,5,False
2018,1,28,0,0,57.12,True,6,False
2018,1,28,1,0,53.01,True,6,False
2018,1,28,2,0,42.1,True,6,False
2018,1,28,3,0,39.98,True,6,False
2018,1,28,4,0,39.66,True,6,False
2018,1,28,5,0,39.66,True,6,False
2018,1,28,6,0,39.81,True,6,False
2018,1,28,7,0,39.98,True,6,False
2018,1,28,8,0,40.0,True,6,False
2018,1,28,9,0,41.6,True,6,False
2018,1,28,10,0,50.0,True,6,False
2018,1,28,11,0,51.65,True,6,False
2018,1,28,12,0,51.58,True,6,False
2018,1,28,13,0,52.88,True,6,False
2018,1,28,14,0,50.66,True,6,False
2018,1,28,15,0,43.42,True,6,False
2018,1,28,16,0,41.6,True,6,False
2018,1,28,17,0,44.01,True,6,False
2018,1,28,18,0,53.95,True,6,False
2018,1,28,19,0,59.58,True,6,False
2018,1,28,20,0,60.98,True,6,False
2018,1,28,21,0,61.99,True,6,False
2018,1,28,22,0,60.98,True,6,False
2018,1,29,0,0,56.37,False,0,False
2018,1,29,1,0,46.18,False,0,False
2018,1,29,2,0,45.13,False,0,False
2018,1,29,3,0,45.09,False,0,False
2018,1,29,4,0,46.0,False,0,False
2018,1,29,5,0,47.95,False,0,False
2018,1,29,6,0,57.79,False,0,False
2018,1,29,7,0,59.42,False,0,False
2018,1,29,8,0,58.99,False,0,False
2018,1,29,9,0,58.99,False,0,False
2018,1,29,10,0,59.01,False,0,False
2018,1,29,11,0,58.19,False,0,False
2018,1,29,12,0,56.37,False,0,False
2018,1,29,13,0,55.39,False,0,False
2018,1,29,14,0,54.23,False,0,False
2018,1,29,15,0,54.14,False,0,False
2018,1,29,16,0,54.04,False,0,False
2018,1,29,17,0,54.14,False,0,False
2018,1,29,18,0,58.19,False,0,False
2018,1,29,19,0,59.58,False,0,False
