timestamp_utc,settlementDate,settlementPeriod,price,volume,dataProvider
2025-09-12 00:00:00+00:00,2025-09-12,3,-8.64,2240.1,APXMIDP
2025-09-12 00:30:00+00:00,2025-09-12,4,-12.5,2263.75,APXMIDP
2025-09-12 01:00:00+00:00,2025-09-12,5,-10.94,2088.9,APXMIDP
2025-09-12 01:30:00+00:00,2025-09-12,6,-10.41,2210.55,APXMIDP
2025-09-12 02:00:00+00:00,2025-09-12,7,-7.66,2483.3,APXMIDP
2025-09-12 02:30:00+00:00,2025-09-12,8,-7.14,2489.2,APXMIDP
2025-09-12 03:00:00+00:00,2025-09-12,9,-5.72,2226.2,APXMIDP
2025-09-12 03:30:00+00:00,2025-09-12,10,-5.71,2345.05,APXMIDP
2025-09-12 04:00:00+00:00,2025-09-12,11,-3.8,2237.45,APXMIDP
2025-09-12 04:30:00+00:00,2025-09-12,12,1.28,1944.5,APXMIDP
2025-09-12 05:00:00+00:00,2025-09-12,13,8.67,2306.0,APXMIDP
2025-09-12 05:30:00+00:00,2025-09-12,14,17.37,2561.8,APXMIDP
2025-09-12 06:00:00+00:00,2025-09-12,15,21.5,2727.25,APXMIDP
2025-09-12 06:30:00+00:00,2025-09-12,16,38.25,3395.1,APXMIDP
2025-09-12 07:00:00+00:00,2025-09-12,17,18.21,2952.95,APXMIDP
2025-09-12 07:30:00+00:00,2025-09-12,18,12.25,2786.2,APXMIDP
2025-09-12 08:00:00+00:00,2025-09-12,19,3.79,3389.65,APXMIDP
2025-09-12 08:30:00+00:00,2025-09-12,20,-1.23,3569.1,APXMIDP
2025-09-12 09:00:00+00:00,2025-09-12,21,-7.34,3236.4,APXMIDP
2025-09-12 09:30:00+00:00,2025-09-12,22,-8.07,3100.15,APXMIDP
2025-09-12 10:00:00+00:00,2025-09-12,23,-5.79,3856.75,APXMIDP
2025-09-12 10:30:00+00:00,2025-09-12,24,-7.6,4584.9,APXMIDP
2025-09-12 11:00:00+00:00,2025-09-12,25,-7.83,3619.6,APXMIDP
2025-09-12 11:30:00+00:00,2025-09-12,26,-7.18,3446.85,APXMIDP
2025-09-12 12:00:00+00:00,2025-09-12,27,-7.65,3110.65,APXMIDP
2025-09-12 12:30:00+00:00,2025-09-12,28,-8.31,3078.8,APXMIDP
2025-09-12 13:00:00+00:00,2025-09-12,29,-7.16,3733.3,APXMIDP
2025-09-12 13:30:00+00:00,2025-09-12,30,-6.64,3578.5,APXMIDP
2025-09-12 14:00:00+00:00,2025-09-12,31,-1.61,4248.55,APXMIDP
2025-09-12 14:30:00+00:00,2025-09-12,32,0.45,3772.6,APXMIDP
2025-09-12 15:00:00+00:00,2025-09-12,33,4.49,3920.75,APXMIDP
2025-09-12 15:30:00+00:00,2025-09-12,34,34.2,3998.15,APXMIDP
2025-09-12 16:00:00+00:00,2025-09-12,35,69.75,3604.1,APXMIDP
2025-09-12 16:30:00+00:00,2025-09-12,36,80.09,3611.15,APXMIDP
2025-09-12 17:00:00+00:00,2025-09-12,37,95.36,3722.7,APXMIDP
2025-09-12 17:30:00+00:00,2025-09-12,38,94.95,3911.25,APXMIDP
