timestamp_utc,settlementDate,settlementPeriod,price,volume,dataProvider
2024-01-29 00:00:00+00:00,2024-01-29,1,62.03,1475.35,APXMIDP
2024-01-29 00:30:00+00:00,2024-01-29,2,80.21,1266.9,APXMIDP
2024-01-29 01:00:00+00:00,2024-01-29,3,85.86,1699.35,APXMIDP
2024-01-29 01:30:00+00:00,2024-01-29,4,84.55,1805.15,APXMIDP
2024-01-29 02:00:00+00:00,2024-01-29,5,81.26,1909.8,APXMIDP
2024-01-29 02:30:00+00:00,2024-01-29,6,80.86,2104.0,APXMIDP
2024-01-29 03:00:00+00:00,2024-01-29,7,74.53,2080.25,APXMIDP
2024-01-29 03:30:00+00:00,2024-01-29,8,70.88,2039.45,APXMIDP
2024-01-29 04:00:00+00:00,2024-01-29,9,60.93,2388.35,APXMIDP
2024-01-29 04:30:00+00:00,2024-01-29,10,61.33,2767.7,APXMIDP
2024-01-29 05:00:00+00:00,2024-01-29,11,75.3,1762.45,APXMIDP
2024-01-29 05:30:00+00:00,2024-01-29,12,65.2,2120.8,APXMIDP
2024-01-29 06:00:00+00:00,2024-01-29,13,83.46,1877.3,APXMIDP
2024-01-29 06:30:00+00:00,2024-01-29,14,76.01,2068.95,APXMIDP
2024-01-29 07:00:00+00:00,2024-01-29,15,82.97,2026.7,APXMIDP
2024-01-29 07:30:00+00:00,2024-01-29,16,95.17,2076.0,APXMIDP
2024-01-29 08:00:00+00:00,2024-01-29,17,77.54,2394.5,APXMIDP
2024-01-29 08:30:00+00:00,2024-01-29,18,77.75,2495.4,APXMIDP
2024-01-29 09:00:00+00:00,2024-01-29,19,76.99,2475.25,APXMIDP
2024-01-29 09:30:00+00:00,2024-01-29,20,77.41,2192.15,APXMIDP
2024-01-29 10:00:00+00:00,2024-01-29,21,79.08,2620.35,APXMIDP
2024-01-29 10:30:00+00:00,2024-01-29,22,83.34,2984.0,APXMIDP
2024-01-29 11:00:00+00:00,2024-01-29,23,87.04,2795.1,APXMIDP
2024-01-29 11:30:00+00:00,2024-01-29,24,82.7,2997.35,APXMIDP
2024-01-29 12:00:00+00:00,2024-01-29,25,80.28,2487.55,APXMIDP
2024-01-29 12:30:00+00:00,2024-01-29,26,83.3,2697.7,APXMIDP
2024-01-29 13:00:00+00:00,2024-01-29,27,87.3,2626.4,APXMIDP
2024-01-29 13:30:00+00:00,2024-01-29,28,83.77,2611.9,APXMIDP
2024-01-29 14:00:00+00:00,2024-01-29,29,87.12,2764.1,APXMIDP
2024-01-29 14:30:00+00:00,2024-01-29,30,79.65,3056.9,APXMIDP
2024-01-29 15:00:00+00:00,2024-01-29,31,83.5,2710.6,APXMIDP
2024-01-29 15:30:00+00:00,2024-01-29,32,85.68,3033.65,APXMIDP
2024-01-29 16:00:00+00:00,2024-01-29,33,86.67,2778.6,APXMIDP
2024-01-29 16:30:00+00:00,2024-01-29,34,87.91,2854.25,APXMIDP
2024-01-29 17:00:00+00:00,2024-01-29,35,83.71,2986.55,APXMIDP
2024-01-29 17:30:00+00:00,2024-01-29,36,79.69,3006.2,APXMIDP
2024-01-29 18:00:00+00:00,2024-01-29,37,79.9,2948.4,APXMIDP
2024-01-29 18:30:00+00:00,2024-01-29,38,78.05,3165.2,APXMIDP
2024-01-29 19:00:00+00:00,2024-01-29,39,75.27,3722.6,APXMIDP
2024-01-29 19:30:00+00:00,2024-01-29,40,74.24,3777.7,APXMIDP
2024-01-29 20:00:00+00:00,2024-01-29,41,70.93,3037.5,APXMIDP
2024-01-29 20:30:00+00:00,2024-01-29,42,66.85,2854.75,APXMIDP
2024-01-29 21:00:00+00:00,2024-01-29,43,67.76,2469.2,APXMIDP
2024-01-29 21:30:00+00:00,2024-01-29,44,67.66,2507.0,APXMIDP
2024-01-29 22:00:00+00:00,2024-01-29,45,66.89,3292.9,APXMIDP
2024-01-29 22:30:00+00:00,2024-01-29,46,62.7,2894.65,APXMIDP
2024-01-29 23:00:00+00:00,2024-01-29,47,63.98,1208.35,APXMIDP
2024-01-29 23:30:00+00:00,2024-01-29,48,62.16,1102.55,APXMIDP
2024-01-30 00:00:00+00:00,2024-01-30,1,63.41,1082.9,APXMIDP
2024-01-30 00:30:00+00:00,2024-01-30,2,70.27,1218.3,APXMIDP
2024-01-30 01:00:00+00:00,2024-01-30,3,57.97,1307.7,APXMIDP
2024-01-30 01:30:00+00:00,2024-01-30,4,55.27,1283.5,APXMIDP
2024-01-30 02:00:00+00:00,2024-01-30,5,55.44,1446.45,APXMIDP
2024-01-30 02:30:00+00:00,2024-01-30,6,53.56,1410.3,APXMIDP
2024-01-30 03:00:00+00:00,2024-01-30,7,51.84,1020.75,APXMIDP
2024-01-30 03:30:00+00:00,2024-01-30,8,48.62,1185.5,APXMIDP
2024-01-30 04:00:00+00:00,2024-01-30,9,48.66,1201.5,APXMIDP
2024-01-30 04:30:00+00:00,2024-01-30,10,45.91,1121.15,APXMIDP
2024-01-30 05:00:00+00:00,2024-01-30,11,55.75,1463.35,APXMIDP
2024-01-30 05:30:00+00:00,2024-01-30,12,49.14,1262.3,APXMIDP
2024-01-30 06:00:00+00:00,2024-01-30,13,62.97,1983.6,APXMIDP
2024-01-30 06:30:00+00:00,2024-01-30,14,58.06,1848.2,APXMIDP
2024-01-30 07:00:00+00:00,2024-01-30,15,61.64,2035.0,APXMIDP
2024-01-30 07:30:00+00:00,2024-01-30,16,72.84,2131.65,APXMIDP
2024-01-30 08:00:00+00:00,2024-01-30,17,63.4,2107.5,APXMIDP
2024-01-30 08:30:00+00:00,2024-01-30,18,74.65,2370.9,APXMIDP
2024-01-30 09:00:00+00:00,2024-01-30,19,62.34,1646.2,APXMIDP
2024-01-30 09:30:00+00:00,2024-01-30,20,58.64,1561.4,APXMIDP
2024-01-30 10:00:00+00:00,2024-01-30,21,55.54,1614.0,APXMIDP
2024-01-30 10:30:00+00:00,2024-01-30,22,54.93,1655.5,APXMIDP
2024-01-30 11:00:00+00:00,2024-01-30,23,56.54,1893.6,APXMIDP
2024-01-30 11:30:00+00:00,2024-01-30,24,55.74,1780.9,APXMIDP
2024-01-30 12:00:00+00:00,2024-01-30,25,55.09,1723.3,APXMIDP
2024-01-30 12:30:00+00:00,2024-01-30,26,60.4,1845.75,APXMIDP
2024-01-30 13:00:00+00:00,2024-01-30,27,69.47,2291.45,APXMIDP
2024-01-30 13:30:00+00:00,2024-01-30,28,65.64,1972.3,APXMIDP
2024-01-30 14:00:00+00:00,2024-01-30,29,64.3,1736.35,APXMIDP
2024-01-30 14:30:00+00:00,2024-01-30,30,64.91,2015.35,APXMIDP
2024-01-30 15:00:00+00:00,2024-01-30,31,61.21,2039.85,APXMIDP
2024-01-30 15:30:00+00:00,2024-01-30,32,72.53,2324.15,APXMIDP
2024-01-30 16:00:00+00:00,2024-01-30,33,76.66,1917.15,APXMIDP
2024-01-30 16:30:00+00:00,2024-01-30,34,83.74,2317.3,APXMIDP
2024-01-30 17:00:00+00:00,2024-01-30,35,81.54,2239.45,APXMIDP
2024-01-30 17:30:00+00:00,2024-01-30,36,80.18,2507.2,APXMIDP
2024-01-30 18:00:00+00:00,2024-01-30,37,81.48,2604.7,APXMIDP
2024-01-30 18:30:00+00:00,2024-01-30,38,81.36,2481.85,APXMIDP
2024-01-30 19:00:00+00:00,2024-01-30,39,77.26,1917.75,APXMIDP
2024-01-30 19:30:00+00:00,2024-01-30,40,74.27,1664.8,APXMIDP
2024-01-30 20:00:00+00:00,2024-01-30,41,78.8,1917.3,APXMIDP
2024-01-30 20:30:00+00:00,2024-01-30,42,70.08,1802.85,APXMIDP
2024-01-30 21:00:00+00:00,2024-01-30,43,69.74,2237.6,APXMIDP
2024-01-30 21:30:00+00:00,2024-01-30,44,61.97,2083.65,APXMIDP
2024-01-30 22:00:00+00:00,2024-01-30,45,63.48,2244.65,APXMIDP
2024-01-30 22:30:00+00:00,2024-01-30,46,63.35,2569.3,APXMIDP
2024-01-30 23:00:00+00:00,2024-01-30,47,61.79,1071.05,APXMIDP
2024-01-30 23:30:00+00:00,2024-01-30,48,57.13,1034.95,APXMIDP
2024-01-31 00:00:00+00:00,2024-01-31,1,56.48,1150.0,APXMIDP
2024-01-31 00:30:00+00:00,2024-01-31,2,62.13,1058.35,APXMIDP
2024-01-31 01:00:00+00:00,2024-01-31,3,61.14,1100.05,APXMIDP
2024-01-31 01:30:00+00:00,2024-01-31,4,54.23,1251.95,APXMIDP
2024-01-31 02:00:00+00:00,2024-01-31,5,57.82,1211.7,APXMIDP
2024-01-31 02:30:00+00:00,2024-01-31,6,53.44,1303.5,APXMIDP
2024-01-31 03:00:00+00:00,2024-01-31,7,54.39,1296.75,APXMIDP
2024-01-31 03:30:00+00:00,2024-01-31,8,49.05,1757.0,APXMIDP
2024-01-31 04:00:00+00:00,2024-01-31,9,53.51,1449.85,APXMIDP
2024-01-31 04:30:00+00:00,2024-01-31,10,46.81,1683.55,APXMIDP
2024-01-31 05:00:00+00:00,2024-01-31,11,53.03,1858.95,APXMIDP
2024-01-31 05:30:00+00:00,2024-01-31,12,47.43,1781.95,APXMIDP
2024-01-31 06:00:00+00:00,2024-01-31,13,60.21,2025.95,APXMIDP
2024-01-31 06:30:00+00:00,2024-01-31,14,53.57,1872.0,APXMIDP
2024-01-31 07:00:00+00:00,2024-01-31,15,59.69,1946.55,APXMIDP
2024-01-31 07:30:00+00:00,2024-01-31,16,62.42,2092.5,APXMIDP
2024-01-31 08:00:00+00:00,2024-01-31,17,58.1,2072.4,APXMIDP
2024-01-31 08:30:00+00:00,2024-01-31,18,62.84,2376.6,APXMIDP
2024-01-31 09:00:00+00:00,2024-01-31,19,65.31,2203.1,APXMIDP
2024-01-31 09:30:00+00:00,2024-01-31,20,63.91,1951.3,APXMIDP
2024-01-31 10:00:00+00:00,2024-01-31,21,67.26,2252.45,APXMIDP
2024-01-31 10:30:00+00:00,2024-01-31,22,70.53,2463.3,APXMIDP
2024-01-31 11:00:00+00:00,2024-01-31,23,71.3,2597.85,APXMIDP
2024-01-31 11:30:00+00:00,2024-01-31,24,71.2,2623.15,APXMIDP
2024-01-31 12:00:00+00:00,2024-01-31,25,68.42,2510.15,APXMIDP
2024-01-31 12:30:00+00:00,2024-01-31,26,65.67,2352.15,APXMIDP
2024-01-31 13:00:00+00:00,2024-01-31,27,68.58,2247.8,APXMIDP
2024-01-31 13:30:00+00:00,2024-01-31,28,64.32,2218.3,APXMIDP
2024-01-31 14:00:00+00:00,2024-01-31,29,59.38,2326.85,APXMIDP
2024-01-31 14:30:00+00:00,2024-01-31,30,60.67,2811.7,APXMIDP
2024-01-31 15:00:00+00:00,2024-01-31,31,60.68,2256.45,APXMIDP
2024-01-31 15:30:00+00:00,2024-01-31,32,62.2,2108.75,APXMIDP
2024-01-31 16:00:00+00:00,2024-01-31,33,65.1,1835.15,APXMIDP
2024-01-31 16:30:00+00:00,2024-01-31,34,72.44,2048.6,APXMIDP
2024-01-31 17:00:00+00:00,2024-01-31,35,74.12,2063.35,APXMIDP
2024-01-31 17:30:00+00:00,2024-01-31,36,76.67,2140.65,APXMIDP
2024-01-31 18:00:00+00:00,2024-01-31,37,77.84,2245.8,APXMIDP
2024-01-31 18:30:00+00:00,2024-01-31,38,77.53,2286.75,APXMIDP
2024-01-31 19:00:00+00:00,2024-01-31,39,73.78,2695.85,APXMIDP
2024-01-31 19:30:00+00:00,2024-01-31,40,74.69,2470.25,APXMIDP
2024-01-31 20:00:00+00:00,2024-01-31,41,66.37,2504.85,APXMIDP
2024-01-31 20:30:00+00:00,2024-01-31,42,63.7,2500.8,APXMIDP
2024-01-31 21:00:00+00:00,2024-01-31,43,63.77,1654.2,APXMIDP
2024-01-31 21:30:00+00:00,2024-01-31,44,52.85,2025.35,APXMIDP
2024-01-31 22:00:00+00:00,2024-01-31,45,55.89,1860.45,APXMIDP
2024-01-31 22:30:00+00:00,2024-01-31,46,46.22,2143.95,APXMIDP
2024-01-31 23:00:00+00:00,2024-01-31,47,40.35,1248.65,APXMIDP
2024-01-31 23:30:00+00:00,2024-01-31,48,36.19,1240.5,APXMIDP
