timestamp_utc,settlementDate,settlementPeriod,price,volume,dataProvider
2022-05-06 00:00:00+00:00,2022-05-06,3,100.13,678.3,APXMIDP
2022-05-06 00:30:00+00:00,2022-05-06,4,86.78,759.3,APXMIDP
2022-05-06 01:00:00+00:00,2022-05-06,5,82.33,1154.0,APXMIDP
2022-05-06 01:30:00+00:00,2022-05-06,6,102.85,1526.25,APXMIDP
2022-05-06 02:00:00+00:00,2022-05-06,7,92.95,792.05,APXMIDP
2022-05-06 02:30:00+00:00,2022-05-06,8,101.75,787.2,APXMIDP
2022-05-06 03:00:00+00:00,2022-05-06,9,110.37,810.45,APXMIDP
2022-05-06 03:30:00+00:00,2022-05-06,10,107.94,845.85,APXMIDP
2022-05-06 04:00:00+00:00,2022-05-06,11,99.79,670.4,APXMIDP
2022-05-06 04:30:00+00:00,2022-05-06,12,97.38,588.3,APXMIDP
2022-05-06 05:00:00+00:00,2022-05-06,13,87.9,1164.5,APXMIDP
2022-05-06 05:30:00+00:00,2022-05-06,14,94.78,1076.7,APXMIDP
2022-05-06 06:00:00+00:00,2022-05-06,15,101.57,1022.4,APXMIDP
2022-05-06 06:30:00+00:00,2022-05-06,16,100.68,1234.7,APXMIDP
2022-05-06 07:00:00+00:00,2022-05-06,17,98.93,1172.1,APXMIDP
2022-05-06 07:30:00+00:00,2022-05-06,18,92.09,1320.25,APXMIDP
2022-05-06 08:00:00+00:00,2022-05-06,19,83.29,1143.6,APXMIDP
2022-05-06 08:30:00+00:00,2022-05-06,20,83.7,1204.8,APXMIDP
2022-05-06 09:00:00+00:00,2022-05-06,21,85.12,1607.05,APXMIDP
2022-05-06 09:30:00+00:00,2022-05-06,22,74.05,1788.2,APXMIDP
2022-05-06 10:00:00+00:00,2022-05-06,23,91.51,2116.75,APXMIDP
2022-05-06 10:30:00+00:00,2022-05-06,24,83.73,2107.5,APXMIDP
2022-05-06 11:00:00+00:00,2022-05-06,25,83.6,1918.85,APXMIDP
2022-05-06 11:30:00+00:00,2022-05-06,26,85.44,1931.95,APXMIDP
2022-05-06 12:00:00+00:00,2022-05-06,27,83.78,1772.3,APXMIDP
2022-05-06 12:30:00+00:00,2022-05-06,28,79.87,1817.6,APXMIDP
2022-05-06 13:00:00+00:00,2022-05-06,29,78.57,1902.6,APXMIDP
2022-05-06 13:30:00+00:00,2022-05-06,30,79.89,2047.25,APXMIDP
2022-05-06 14:00:00+00:00,2022-05-06,31,85.75,1425.3,APXMIDP
2022-05-06 14:30:00+00:00,2022-05-06,32,98.41,1934.2,APXMIDP
2022-05-06 15:00:00+00:00,2022-05-06,33,114.77,1664.5,APXMIDP
2022-05-06 15:30:00+00:00,2022-05-06,34,139.79,1678.6,APXMIDP
2022-05-06 16:00:00+00:00,2022-05-06,35,143.64,1397.1,APXMIDP
2022-05-06 16:30:00+00:00,2022-05-06,36,155.87,1428.7,APXMIDP
2022-05-06 17:00:00+00:00,2022-05-06,37,157.87,1169.2,APXMIDP
2022-05-06 17:30:00+00:00,2022-05-06,38,171.3,1454.05,APXMIDP
2022-05-06 18:00:00+00:00,2022-05-06,39,167.0,1068.55,APXMIDP
2022-05-06 18:30:00+00:00,2022-05-06,40,150.79,1435.45,APXMIDP
2022-05-06 19:00:00+00:00,2022-05-06,41,153.93,1168.6,APXMIDP
2022-05-06 19:30:00+00:00,2022-05-06,42,160.6,1237.0,APXMIDP
2022-05-06 20:00:00+00:00,2022-05-06,43,166.67,1040.5,APXMIDP
2022-05-06 20:30:00+00:00,2022-05-06,44,151.92,723.35,APXMIDP
2022-05-06 21:00:00+00:00,2022-05-06,45,161.03,808.2,APXMIDP
2022-05-06 21:30:00+00:00,2022-05-06,46,160.6,907.8,APXMIDP
2022-05-06 22:00:00+00:00,2022-05-06,47,160.85,661.85,APXMIDP
2022-05-06 22:30:00+00:00,2022-05-06,48,151.65,321.6,APXMIDP
2022-05-06 23:00:00+00:00,2022-05-07,1,148.24,468.45,APXMIDP
2022-05-06 23:30:00+00:00,2022-05-07,2,159.14,362.9,APXMIDP
2022-05-07 00:00:00+00:00,2022-05-07,3,167.22,718.3,APXMIDP
2022-05-07 00:30:00+00:00,2022-05-07,4,176.2,556.6,APXMIDP
2022-05-07 01:00:00+00:00,2022-05-07,5,188.22,800.95,APXMIDP
2022-05-07 01:30:00+00:00,2022-05-07,6,186.85,946.45,APXMIDP
2022-05-07 02:00:00+00:00,2022-05-07,7,170.77,755.5,APXMIDP
2022-05-07 02:30:00+00:00,2022-05-07,8,166.7,723.4,APXMIDP
2022-05-07 03:00:00+00:00,2022-05-07,9,157.61,661.35,APXMIDP
2022-05-07 03:30:00+00:00,2022-05-07,10,139.99,767.65,APXMIDP
2022-05-07 04:00:00+00:00,2022-05-07,11,140.39,717.8,APXMIDP
2022-05-07 04:30:00+00:00,2022-05-07,12,160.17,794.75,APXMIDP
2022-05-07 05:00:00+00:00,2022-05-07,13,170.63,999.75,APXMIDP
2022-05-07 05:30:00+00:00,2022-05-07,14,192.39,1251.8,APXMIDP
2022-05-07 06:00:00+00:00,2022-05-07,15,197.69,1060.45,APXMIDP
2022-05-07 06:30:00+00:00,2022-05-07,16,205.16,1052.05,APXMIDP
2022-05-07 07:00:00+00:00,2022-05-07,17,200.65,1141.3,APXMIDP
2022-05-07 07:30:00+00:00,2022-05-07,18,203.92,1136.35,APXMIDP
2022-05-07 08:00:00+00:00,2022-05-07,19,186.88,1228.05,APXMIDP
2022-05-07 08:30:00+00:00,2022-05-07,20,184.49,1153.1,APXMIDP
2022-05-07 09:00:00+00:00,2022-05-07,21,185.76,1062.35,APXMIDP
2022-05-07 09:30:00+00:00,2022-05-07,22,183.5,1144.5,APXMIDP
2022-05-07 10:00:00+00:00,2022-05-07,23,173.62,1161.55,APXMIDP
2022-05-07 10:30:00+00:00,2022-05-07,24,172.74,1258.65,APXMIDP
